tissue	cell_type_group	cl_ids_grouped	gene_ensembl	gene_soma_joinid	total_cells	pos_cells	pct_pos	mean_logCPTT_pos_dataset_avg	mean_logCPTT_allcells_dataset_avg
blood	urothelial_cell	CL:0000731,CL:1001428,CL:1000486,CL:1000703,CL:4030055,CL:4030056	ENSG00000018408	2687	0	0	0.000000	0.000000	0.000000
blood	cd4_tcell	CL:0000624,CL:0000492,CL:0000896,CL:0000792,CL:0000895,CL:0000897,CL:0000934,CL:0001043,CL:0001044,CL:0000545,CL:0000546,CL:0000899,CL:0001042,CL:0002038,CL:0000903,CL:0000904,CL:0000905,CL:0002677,CL:0002678,CL:4033038	ENSG00000018408	2687	1350506	139	0.010292	1.690526	0.006465
ureter	luminal_mammary_epithelial_cell	CL:0002326,CL:4033057,CL:4033058	ENSG00000018408	2687	0	0	0.000000	0.000000	0.000000
ureter	urothelial_cell	CL:0000731,CL:1001428,CL:1000486,CL:1000703,CL:4030055,CL:4030056	ENSG00000018408	2687	24813	2426	9.777133	0.576551	0.141237
ureter	cd4_tcell	CL:0000624,CL:0000492,CL:0000896,CL:0000792,CL:0000895,CL:0000897,CL:0000934,CL:0001043,CL:0001044,CL:0000545,CL:0000546,CL:0000899,CL:0001042,CL:0002038,CL:0000903,CL:0000904,CL:0000905,CL:0002677,CL:0002678,CL:4033038	ENSG00000018408	2687	0	0	0.000000	0.000000	0.000000
breast	luminal_mammary_epithelial_cell	CL:0002326,CL:4033057,CL:4033058	ENSG00000119866	1514	661862	11191	1.690836	1.389272	0.107882
breast	urothelial_cell	CL:0000731,CL:1001428,CL:1000486,CL:1000703,CL:4030055,CL:4030056	ENSG00000119866	1514	0	0	0.000000	0.000000	0.000000
breast	cd4_tcell	CL:0000624,CL:0000492,CL:0000896,CL:0000792,CL:0000895,CL:0000897,CL:0000934,CL:0001043,CL:0001044,CL:0000545,CL:0000546,CL:0000899,CL:0001042,CL:0002038,CL:0000903,CL:0000904,CL:0000905,CL:0002677,CL:0002678,CL:4033038	ENSG00000119866	1514	44645	31	0.069437	1.497631	0.011514
blood	luminal_mammary_epithelial_cell	CL:0002326,CL:4033057,CL:4033058	ENSG00000119866	1514	0	0	0.000000	0.000000	0.000000
blood	urothelial_cell	CL:0000731,CL:1001428,CL:1000486,CL:1000703,CL:4030055,CL:4030056	ENSG00000119866	1514	0	0	0.000000	0.000000	0.000000
blood	cd4_tcell	CL:0000624,CL:0000492,CL:0000896,CL:0000792,CL:0000895,CL:0000897,CL:0000934,CL:0001043,CL:0001044,CL:0000545,CL:0000546,CL:0000899,CL:0001042,CL:0002038,CL:0000903,CL:0000904,CL:0000905,CL:0002677,CL:0002678,CL:4033038	ENSG00000119866	1514	1350506	294	0.021770	1.802088	0.007520
ureter	luminal_mammary_epithelial_cell	CL:0002326,CL:4033057,CL:4033058	ENSG00000119866	1514	0	0	0.000000	0.000000	0.000000
ureter	urothelial_cell	CL:0000731,CL:1001428,CL:1000486,CL:1000703,CL:4030055,CL:4030056	ENSG00000119866	1514	24813	2215	8.926772	0.627159	0.132927
ureter	cd4_tcell	CL:0000624,CL:0000492,CL:0000896,CL:0000792,CL:0000895,CL:0000897,CL:0000934,CL:0001043,CL:0001044,CL:0000545,CL:0000546,CL:0000899,CL:0001042,CL:0002038,CL:0000903,CL:0000904,CL:0000905,CL:0002677,CL:0002678,CL:4033038	ENSG00000119866	1514	0	0	0.000000	0.000000	0.000000
breast	luminal_mammary_epithelial_cell	CL:0002326,CL:4033057,CL:4033058	ENSG00000151461	7234	661862	62210	9.399240	1.442387	0.363054
breast	urothelial_cell	CL:0000731,CL:1001428,CL:1000486,CL:1000703,CL:4030055,CL:4030056	ENSG00000151461	7234	0	0	0.000000	0.000000	0.000000
breast	cd4_tcell	CL:0000624,CL:0000492,CL:0000896,CL:0000792,CL:0000895,CL:0000897,CL:0000934,CL:0001043,CL:0001044,CL:0000545,CL:0000546,CL:0000899,CL:0001042,CL:0002038,CL:0000903,CL:0000904,CL:0000905,CL:0002677,CL:0002678,CL:4033038	ENSG00000151461	7234	44645	1751	3.922052	1.693693	0.322203
blood	luminal_mammary_epithelial_cell	CL:0002326,CL:4033057,CL:4033058	ENSG00000151461	7234	0	0	0.000000	0.000000	0.000000
blood	urothelial_cell	CL:0000731,CL:1001428,CL:1000486,CL:1000703,CL:4030055,CL:4030056	ENSG00000151461	7234	0	0	0.000000	0.000000	0.000000
blood	cd4_tcell	CL:0000624,CL:0000492,CL:0000896,CL:0000792,CL:0000895,CL:0000897,CL:0000934,CL:0001043,CL:0001044,CL:0000545,CL:0000546,CL:0000899,CL:0001042,CL:0002038,CL:0000903,CL:0000904,CL:0000905,CL:0002677,CL:0002678,CL:4033038	ENSG00000151461	7234	1350506	43639	3.231307	1.684625	0.302699
ureter	luminal_mammary_epithelial_cell	CL:0002326,CL:4033057,CL:4033058	ENSG00000151461	7234	0	0	0.000000	0.000000	0.000000
ureter	urothelial_cell	CL:0000731,CL:1001428,CL:1000486,CL:1000703,CL:4030055,CL:4030056	ENSG00000151461	7234	24813	5175	20.856003	0.681191	0.287602
ureter	cd4_tcell	CL:0000624,CL:0000492,CL:0000896,CL:0000792,CL:0000895,CL:0000897,CL:0000934,CL:0001043,CL:0001044,CL:0000545,CL:0000546,CL:0000899,CL:0001042,CL:0002038,CL:0000903,CL:0000904,CL:0000905,CL:0002677,CL:0002678,CL:4033038	ENSG00000151461	7234	0	0	0.000000	0.000000	0.000000
breast	luminal_mammary_epithelial_cell	CL:0002326,CL:4033057,CL:4033058	ENSG00000151849	8395	661862	1595	0.240987	1.441395	0.032810
breast	urothelial_cell	CL:0000731,CL:1001428,CL:1000486,CL:1000703,CL:4030055,CL:4030056	ENSG00000151849	8395	0	0	0.000000	0.000000	0.000000
breast	cd4_tcell	CL:0000624,CL:0000492,CL:0000896,CL:0000792,CL:0000895,CL:0000897,CL:0000934,CL:0001043,CL:0001044,CL:0000545,CL:0000546,CL:0000899,CL:0001042,CL:0002038,CL:0000903,CL:0000904,CL:0000905,CL:0002677,CL:0002678,CL:4033038	ENSG00000151849	8395	44645	45	0.100795	1.536122	0.018826
blood	luminal_mammary_epithelial_cell	CL:0002326,CL:4033057,CL:4033058	ENSG00000151849	8395	0	0	0.000000	0.000000	0.000000
blood	urothelial_cell	CL:0000731,CL:1001428,CL:1000486,CL:1000703,CL:4030055,CL:4030056	ENSG00000151849	8395	0	0	0.000000	0.000000	0.000000
blood	cd4_tcell	CL:0000624,CL:0000492,CL:0000896,CL:0000792,CL:0000895,CL:0000897,CL:0000934,CL:0001043,CL:0001044,CL:0000545,CL:0000546,CL:0000899,CL:0001042,CL:0002038,CL:0000903,CL:0000904,CL:0000905,CL:0002677,CL:0002678,CL:4033038	ENSG00000151849	8395	1350506	1588	0.117586	1.586292	0.024228
ureter	luminal_mammary_epithelial_cell	CL:0002326,CL:4033057,CL:4033058	ENSG00000151849	8395	0	0	0.000000	0.000000	0.000000
ureter	urothelial_cell	CL:0000731,CL:1001428,CL:1000486,CL:1000703,CL:4030055,CL:4030056	ENSG00000151849	8395	24813	257	1.035747	0.565019	0.034877
ureter	cd4_tcell	CL:0000624,CL:0000492,CL:0000896,CL:0000792,CL:0000895,CL:0000897,CL:0000934,CL:0001043,CL:0001044,CL:0000545,CL:0000546,CL:0000899,CL:0001042,CL:0002038,CL:0000903,CL:0000904,CL:0000905,CL:0002677,CL:0002678,CL:4033038	ENSG00000151849	8395	0	0	0.000000	0.000000	0.000000
breast	luminal_mammary_epithelial_cell	CL:0002326,CL:4033057,CL:4033058	ENSG00000163257	2941	661862	13205	1.995129	1.231235	0.111828
breast	urothelial_cell	CL:0000731,CL:1001428,CL:1000486,CL:1000703,CL:4030055,CL:4030056	ENSG00000163257	2941	0	0	0.000000	0.000000	0.000000
breast	cd4_tcell	CL:0000624,CL:0000492,CL:0000896,CL:0000792,CL:0000895,CL:0000897,CL:0000934,CL:0001043,CL:0001044,CL:0000545,CL:0000546,CL:0000899,CL:0001042,CL:0002038,CL:0000903,CL:0000904,CL:0000905,CL:0002677,CL:0002678,CL:4033038	ENSG00000163257	2941	44645	178	0.398701	1.537911	0.078173
blood	luminal_mammary_epithelial_cell	CL:0002326,CL:4033057,CL:4033058	ENSG00000163257	2941	0	0	0.000000	0.000000	0.000000
blood	urothelial_cell	CL:0000731,CL:1001428,CL:1000486,CL:1000703,CL:4030055,CL:4030056	ENSG00000163257	2941	0	0	0.000000	0.000000	0.000000
blood	cd4_tcell	CL:0000624,CL:0000492,CL:0000896,CL:0000792,CL:0000895,CL:0000897,CL:0000934,CL:0001043,CL:0001044,CL:0000545,CL:0000546,CL:0000899,CL:0001042,CL:0002038,CL:0000903,CL:0000904,CL:0000905,CL:0002677,CL:0002678,CL:4033038	ENSG00000163257	2941	1350506	9162	0.678412	1.684648	0.116221
ureter	luminal_mammary_epithelial_cell	CL:0002326,CL:4033057,CL:4033058	ENSG00000163257	2941	0	0	0.000000	0.000000	0.000000
ureter	urothelial_cell	CL:0000731,CL:1001428,CL:1000486,CL:1000703,CL:4030055,CL:4030056	ENSG00000163257	2941	24813	1819	7.330835	0.550017	0.127946
ureter	cd4_tcell	CL:0000624,CL:0000492,CL:0000896,CL:0000792,CL:0000895,CL:0000897,CL:0000934,CL:0001043,CL:0001044,CL:0000545,CL:0000546,CL:0000899,CL:0001042,CL:0002038,CL:0000903,CL:0000904,CL:0000905,CL:0002677,CL:0002678,CL:4033038	ENSG00000163257	2941	0	0	0.000000	0.000000	0.000000
breast	luminal_mammary_epithelial_cell	CL:0002326,CL:4033057,CL:4033058	ENSG00000075218	12936	661862	921	0.139153	1.142376	0.009574
breast	urothelial_cell	CL:0000731,CL:1001428,CL:1000486,CL:1000703,CL:4030055,CL:4030056	ENSG00000075218	12936	0	0	0.000000	0.000000	0.000000
breast	cd4_tcell	CL:0000624,CL:0000492,CL:0000896,CL:0000792,CL:0000895,CL:0000897,CL:0000934,CL:0001043,CL:0001044,CL:0000545,CL:0000546,CL:0000899,CL:0001042,CL:0002038,CL:0000903,CL:0000904,CL:0000905,CL:0002677,CL:0002678,CL:4033038	ENSG00000075218	12936	44645	7	0.015679	0.740470	0.004042
blood	luminal_mammary_epithelial_cell	CL:0002326,CL:4033057,CL:4033058	ENSG00000075218	12936	0	0	0.000000	0.000000	0.000000
blood	urothelial_cell	CL:0000731,CL:1001428,CL:1000486,CL:1000703,CL:4030055,CL:4030056	ENSG00000075218	12936	0	0	0.000000	0.000000	0.000000
blood	cd4_tcell	CL:0000624,CL:0000492,CL:0000896,CL:0000792,CL:0000895,CL:0000897,CL:0000934,CL:0001043,CL:0001044,CL:0000545,CL:0000546,CL:0000899,CL:0001042,CL:0002038,CL:0000903,CL:0000904,CL:0000905,CL:0002677,CL:0002678,CL:4033038	ENSG00000075218	12936	1350506	1235	0.091447	1.378082	0.012506
ureter	luminal_mammary_epithelial_cell	CL:0002326,CL:4033057,CL:4033058	ENSG00000075218	12936	0	0	0.000000	0.000000	0.000000
ureter	urothelial_cell	CL:0000731,CL:1001428,CL:1000486,CL:1000703,CL:4030055,CL:4030056	ENSG00000075218	12936	24813	174	0.701245	0.754475	0.006688
ureter	cd4_tcell	CL:0000624,CL:0000492,CL:0000896,CL:0000792,CL:0000895,CL:0000897,CL:0000934,CL:0001043,CL:0001044,CL:0000545,CL:0000546,CL:0000899,CL:0001042,CL:0002038,CL:0000903,CL:0000904,CL:0000905,CL:0002677,CL:0002678,CL:4033038	ENSG00000075218	12936	0	0	0.000000	0.000000	0.000000
breast	luminal_mammary_epithelial_cell	CL:0002326,CL:4033057,CL:4033058	ENSG00000134317	14445	661862	57611	8.704382	1.363032	0.246543
breast	urothelial_cell	CL:0000731,CL:1001428,CL:1000486,CL:1000703,CL:4030055,CL:4030056	ENSG00000134317	14445	0	0	0.000000	0.000000	0.000000
breast	cd4_tcell	CL:0000624,CL:0000492,CL:0000896,CL:0000792,CL:0000895,CL:0000897,CL:0000934,CL:0001043,CL:0001044,CL:0000545,CL:0000546,CL:0000899,CL:0001042,CL:0002038,CL:0000903,CL:0000904,CL:0000905,CL:0002677,CL:0002678,CL:4033038	ENSG00000134317	14445	44645	168	0.376302	1.508787	0.043022
blood	luminal_mammary_epithelial_cell	CL:0002326,CL:4033057,CL:4033058	ENSG00000134317	14445	0	0	0.000000	0.000000	0.000000
blood	urothelial_cell	CL:0000731,CL:1001428,CL:1000486,CL:1000703,CL:4030055,CL:4030056	ENSG00000134317	14445	0	0	0.000000	0.000000	0.000000
blood	cd4_tcell	CL:0000624,CL:0000492,CL:0000896,CL:0000792,CL:0000895,CL:0000897,CL:0000934,CL:0001043,CL:0001044,CL:0000545,CL:0000546,CL:0000899,CL:0001042,CL:0002038,CL:0000903,CL:0000904,CL:0000905,CL:0002677,CL:0002678,CL:4033038	ENSG00000134317	14445	1350506	34	0.002518	1.528016	0.001698
ureter	luminal_mammary_epithelial_cell	CL:0002326,CL:4033057,CL:4033058	ENSG00000134317	14445	0	0	0.000000	0.000000	0.000000
ureter	urothelial_cell	CL:0000731,CL:1001428,CL:1000486,CL:1000703,CL:4030055,CL:4030056	ENSG00000134317	14445	24813	6596	26.582840	0.736987	0.298541
ureter	cd4_tcell	CL:0000624,CL:0000492,CL:0000896,CL:0000792,CL:0000895,CL:0000897,CL:0000934,CL:0001043,CL:0001044,CL:0000545,CL:0000546,CL:0000899,CL:0001042,CL:0002038,CL:0000903,CL:0000904,CL:0000905,CL:0002677,CL:0002678,CL:4033038	ENSG00000134317	14445	0	0	0.000000	0.000000	0.000000
breast	luminal_mammary_epithelial_cell	CL:0002326,CL:4033057,CL:4033058	ENSG00000122008	3512	661862	27174	4.105690	1.344864	0.186471
breast	urothelial_cell	CL:0000731,CL:1001428,CL:1000486,CL:1000703,CL:4030055,CL:4030056	ENSG00000122008	3512	0	0	0.000000	0.000000	0.000000
breast	cd4_tcell	CL:0000624,CL:0000492,CL:0000896,CL:0000792,CL:0000895,CL:0000897,CL:0000934,CL:0001043,CL:0001044,CL:0000545,CL:0000546,CL:0000899,CL:0001042,CL:0002038,CL:0000903,CL:0000904,CL:0000905,CL:0002677,CL:0002678,CL:4033038	ENSG00000122008	3512	44645	363	0.813081	1.535727	0.104074
blood	luminal_mammary_epithelial_cell	CL:0002326,CL:4033057,CL:4033058	ENSG00000122008	3512	0	0	0.000000	0.000000	0.000000
blood	urothelial_cell	CL:0000731,CL:1001428,CL:1000486,CL:1000703,CL:4030055,CL:4030056	ENSG00000122008	3512	0	0	0.000000	0.000000	0.000000
blood	cd4_tcell	CL:0000624,CL:0000492,CL:0000896,CL:0000792,CL:0000895,CL:0000897,CL:0000934,CL:0001043,CL:0001044,CL:0000545,CL:0000546,CL:0000899,CL:0001042,CL:0002038,CL:0000903,CL:0000904,CL:0000905,CL:0002677,CL:0002678,CL:4033038	ENSG00000122008	3512	1350506	10474	0.775561	1.659557	0.121719
ureter	luminal_mammary_epithelial_cell	CL:0002326,CL:4033057,CL:4033058	ENSG00000122008	3512	0	0	0.000000	0.000000	0.000000
ureter	urothelial_cell	CL:0000731,CL:1001428,CL:1000486,CL:1000703,CL:4030055,CL:4030056	ENSG00000122008	3512	24813	1885	7.596824	0.584856	0.130359
ureter	cd4_tcell	CL:0000624,CL:0000492,CL:0000896,CL:0000792,CL:0000895,CL:0000897,CL:0000934,CL:0001043,CL:0001044,CL:0000545,CL:0000546,CL:0000899,CL:0001042,CL:0002038,CL:0000903,CL:0000904,CL:0000905,CL:0002677,CL:0002678,CL:4033038	ENSG00000122008	3512	0	0	0.000000	0.000000	0.000000
breast	luminal_mammary_epithelial_cell	CL:0002326,CL:4033057,CL:4033058	ENSG00000104447	5863	661862	207258	31.314383	2.115491	1.415780
breast	urothelial_cell	CL:0000731,CL:1001428,CL:1000486,CL:1000703,CL:4030055,CL:4030056	ENSG00000104447	5863	0	0	0.000000	0.000000	0.000000
breast	cd4_tcell	CL:0000624,CL:0000492,CL:0000896,CL:0000792,CL:0000895,CL:0000897,CL:0000934,CL:0001043,CL:0001044,CL:0000545,CL:0000546,CL:0000899,CL:0001042,CL:0002038,CL:0000903,CL:0000904,CL:0000905,CL:0002677,CL:0002678,CL:4033038	ENSG00000104447	5863	44645	1704	3.816777	1.712108	0.210082
blood	luminal_mammary_epithelial_cell	CL:0002326,CL:4033057,CL:4033058	ENSG00000104447	5863	0	0	0.000000	0.000000	0.000000
blood	urothelial_cell	CL:0000731,CL:1001428,CL:1000486,CL:1000703,CL:4030055,CL:4030056	ENSG00000104447	5863	0	0	0.000000	0.000000	0.000000
blood	cd4_tcell	CL:0000624,CL:0000492,CL:0000896,CL:0000792,CL:0000895,CL:0000897,CL:0000934,CL:0001043,CL:0001044,CL:0000545,CL:0000546,CL:0000899,CL:0001042,CL:0002038,CL:0000903,CL:0000904,CL:0000905,CL:0002677,CL:0002678,CL:4033038	ENSG00000104447	5863	1350506	5272	0.390372	1.750657	0.088660
ureter	luminal_mammary_epithelial_cell	CL:0002326,CL:4033057,CL:4033058	ENSG00000104447	5863	0	0	0.000000	0.000000	0.000000
ureter	urothelial_cell	CL:0000731,CL:1001428,CL:1000486,CL:1000703,CL:4030055,CL:4030056	ENSG00000104447	5863	24813	142	0.572281	0.700473	0.013879
ureter	cd4_tcell	CL:0000624,CL:0000492,CL:0000896,CL:0000792,CL:0000895,CL:0000897,CL:0000934,CL:0001043,CL:0001044,CL:0000545,CL:0000546,CL:0000899,CL:0001042,CL:0002038,CL:0000903,CL:0000904,CL:0000905,CL:0002677,CL:0002678,CL:4033038	ENSG00000104447	5863	0	0	0.000000	0.000000	0.000000
breast	luminal_mammary_epithelial_cell	CL:0002326,CL:4033057,CL:4033058	ENSG00000161405	10306	661862	516	0.077962	1.236293	0.023160
breast	urothelial_cell	CL:0000731,CL:1001428,CL:1000486,CL:1000703,CL:4030055,CL:4030056	ENSG00000161405	10306	0	0	0.000000	0.000000	0.000000
breast	cd4_tcell	CL:0000624,CL:0000492,CL:0000896,CL:0000792,CL:0000895,CL:0000897,CL:0000934,CL:0001043,CL:0001044,CL:0000545,CL:0000546,CL:0000899,CL:0001042,CL:0002038,CL:0000903,CL:0000904,CL:0000905,CL:0002677,CL:0002678,CL:4033038	ENSG00000161405	10306	44645	5111	11.448090	2.100148	0.343534
blood	luminal_mammary_epithelial_cell	CL:0002326,CL:4033057,CL:4033058	ENSG00000161405	10306	0	0	0.000000	0.000000	0.000000
blood	urothelial_cell	CL:0000731,CL:1001428,CL:1000486,CL:1000703,CL:4030055,CL:4030056	ENSG00000161405	10306	0	0	0.000000	0.000000	0.000000
blood	cd4_tcell	CL:0000624,CL:0000492,CL:0000896,CL:0000792,CL:0000895,CL:0000897,CL:0000934,CL:0001043,CL:0001044,CL:0000545,CL:0000546,CL:0000899,CL:0001042,CL:0002038,CL:0000903,CL:0000904,CL:0000905,CL:0002677,CL:0002678,CL:4033038	ENSG00000161405	10306	1350506	43258	3.203096	1.767714	0.297008
ureter	luminal_mammary_epithelial_cell	CL:0002326,CL:4033057,CL:4033058	ENSG00000161405	10306	0	0	0.000000	0.000000	0.000000
ureter	urothelial_cell	CL:0000731,CL:1001428,CL:1000486,CL:1000703,CL:4030055,CL:4030056	ENSG00000161405	10306	24813	682	2.748559	0.585380	0.056111
ureter	cd4_tcell	CL:0000624,CL:0000492,CL:0000896,CL:0000792,CL:0000895,CL:0000897,CL:0000934,CL:0001043,CL:0001044,CL:0000545,CL:0000546,CL:0000899,CL:0001042,CL:0002038,CL:0000903,CL:0000904,CL:0000905,CL:0002677,CL:0002678,CL:4033038	ENSG00000161405	10306	0	0	0.000000	0.000000	0.000000
breast	luminal_mammary_epithelial_cell	CL:0002326,CL:4033057,CL:4033058	ENSG00000108175	7443	661862	21607	3.264578	1.312378	0.180511
breast	urothelial_cell	CL:0000731,CL:1001428,CL:1000486,CL:1000703,CL:4030055,CL:4030056	ENSG00000108175	7443	0	0	0.000000	0.000000	0.000000
breast	cd4_tcell	CL:0000624,CL:0000492,CL:0000896,CL:0000792,CL:0000895,CL:0000897,CL:0000934,CL:0001043,CL:0001044,CL:0000545,CL:0000546,CL:0000899,CL:0001042,CL:0002038,CL:0000903,CL:0000904,CL:0000905,CL:0002677,CL:0002678,CL:4033038	ENSG00000108175	7443	44645	89	0.199350	1.390434	0.044194
blood	luminal_mammary_epithelial_cell	CL:0002326,CL:4033057,CL:4033058	ENSG00000108175	7443	0	0	0.000000	0.000000	0.000000
blood	urothelial_cell	CL:0000731,CL:1001428,CL:1000486,CL:1000703,CL:4030055,CL:4030056	ENSG00000108175	7443	0	0	0.000000	0.000000	0.000000
blood	cd4_tcell	CL:0000624,CL:0000492,CL:0000896,CL:0000792,CL:0000895,CL:0000897,CL:0000934,CL:0001043,CL:0001044,CL:0000545,CL:0000546,CL:0000899,CL:0001042,CL:0002038,CL:0000903,CL:0000904,CL:0000905,CL:0002677,CL:0002678,CL:4033038	ENSG00000108175	7443	1350506	5401	0.399924	1.561905	0.049467
ureter	luminal_mammary_epithelial_cell	CL:0002326,CL:4033057,CL:4033058	ENSG00000108175	7443	0	0	0.000000	0.000000	0.000000
ureter	urothelial_cell	CL:0000731,CL:1001428,CL:1000486,CL:1000703,CL:4030055,CL:4030056	ENSG00000108175	7443	24813	4181	16.850038	0.596200	0.208228
ureter	cd4_tcell	CL:0000624,CL:0000492,CL:0000896,CL:0000792,CL:0000895,CL:0000897,CL:0000934,CL:0001043,CL:0001044,CL:0000545,CL:0000546,CL:0000899,CL:0001042,CL:0002038,CL:0000903,CL:0000904,CL:0000905,CL:0002677,CL:0002678,CL:4033038	ENSG00000108175	7443	0	0	0.000000	0.000000	0.000000
breast	luminal_mammary_epithelial_cell	CL:0002326,CL:4033057,CL:4033058	ENSG00000143842	1108	661862	2261	0.341612	1.205889	0.059613
breast	urothelial_cell	CL:0000731,CL:1001428,CL:1000486,CL:1000703,CL:4030055,CL:4030056	ENSG00000143842	1108	0	0	0.000000	0.000000	0.000000
breast	cd4_tcell	CL:0000624,CL:0000492,CL:0000896,CL:0000792,CL:0000895,CL:0000897,CL:0000934,CL:0001043,CL:0001044,CL:0000545,CL:0000546,CL:0000899,CL:0001042,CL:0002038,CL:0000903,CL:0000904,CL:0000905,CL:0002677,CL:0002678,CL:4033038	ENSG00000143842	1108	44645	11	0.024639	1.668569	0.007539
blood	luminal_mammary_epithelial_cell	CL:0002326,CL:4033057,CL:4033058	ENSG00000143842	1108	0	0	0.000000	0.000000	0.000000
blood	urothelial_cell	CL:0000731,CL:1001428,CL:1000486,CL:1000703,CL:4030055,CL:4030056	ENSG00000143842	1108	0	0	0.000000	0.000000	0.000000
blood	cd4_tcell	CL:0000624,CL:0000492,CL:0000896,CL:0000792,CL:0000895,CL:0000897,CL:0000934,CL:0001043,CL:0001044,CL:0000545,CL:0000546,CL:0000899,CL:0001042,CL:0002038,CL:0000903,CL:0000904,CL:0000905,CL:0002677,CL:0002678,CL:4033038	ENSG00000143842	1108	1350506	422	0.031248	1.589948	0.003715
ureter	luminal_mammary_epithelial_cell	CL:0002326,CL:4033057,CL:4033058	ENSG00000143842	1108	0	0	0.000000	0.000000	0.000000
ureter	urothelial_cell	CL:0000731,CL:1001428,CL:1000486,CL:1000703,CL:4030055,CL:4030056	ENSG00000143842	1108	24813	946	3.812518	0.552240	0.087358
ureter	cd4_tcell	CL:0000624,CL:0000492,CL:0000896,CL:0000792,CL:0000895,CL:0000897,CL:0000934,CL:0001043,CL:0001044,CL:0000545,CL:0000546,CL:0000899,CL:0001042,CL:0002038,CL:0000903,CL:0000904,CL:0000905,CL:0002677,CL:0002678,CL:4033038	ENSG00000143842	1108	0	0	0.000000	0.000000	0.000000
breast	luminal_mammary_epithelial_cell	CL:0002326,CL:4033057,CL:4033058	ENSG00000124226	11171	661862	221160	33.414821	1.460124	0.384432
breast	urothelial_cell	CL:0000731,CL:1001428,CL:1000486,CL:1000703,CL:4030055,CL:4030056	ENSG00000124226	11171	0	0	0.000000	0.000000	0.000000
breast	cd4_tcell	CL:0000624,CL:0000492,CL:0000896,CL:0000792,CL:0000895,CL:0000897,CL:0000934,CL:0001043,CL:0001044,CL:0000545,CL:0000546,CL:0000899,CL:0001042,CL:0002038,CL:0000903,CL:0000904,CL:0000905,CL:0002677,CL:0002678,CL:4033038	ENSG00000124226	11171	44645	1800	4.031806	1.711465	0.364696
blood	luminal_mammary_epithelial_cell	CL:0002326,CL:4033057,CL:4033058	ENSG00000124226	11171	0	0	0.000000	0.000000	0.000000
blood	urothelial_cell	CL:0000731,CL:1001428,CL:1000486,CL:1000703,CL:4030055,CL:4030056	ENSG00000124226	11171	0	0	0.000000	0.000000	0.000000
blood	cd4_tcell	CL:0000624,CL:0000492,CL:0000896,CL:0000792,CL:0000895,CL:0000897,CL:0000934,CL:0001043,CL:0001044,CL:0000545,CL:0000546,CL:0000899,CL:0001042,CL:0002038,CL:0000903,CL:0000904,CL:0000905,CL:0002677,CL:0002678,CL:4033038	ENSG00000124226	11171	1350506	34277	2.538086	1.655731	0.265885
ureter	luminal_mammary_epithelial_cell	CL:0002326,CL:4033057,CL:4033058	ENSG00000124226	11171	0	0	0.000000	0.000000	0.000000
ureter	urothelial_cell	CL:0000731,CL:1001428,CL:1000486,CL:1000703,CL:4030055,CL:4030056	ENSG00000124226	11171	24813	4893	19.719502	0.640260	0.255416
ureter	cd4_tcell	CL:0000624,CL:0000492,CL:0000896,CL:0000792,CL:0000895,CL:0000897,CL:0000934,CL:0001043,CL:0001044,CL:0000545,CL:0000546,CL:0000899,CL:0001042,CL:0002038,CL:0000903,CL:0000904,CL:0000905,CL:0002677,CL:0002678,CL:4033038	ENSG00000124226	11171	0	0	0.000000	0.000000	0.000000
breast	luminal_mammary_epithelial_cell	CL:0002326,CL:4033057,CL:4033058	ENSG00000169083	5307	661862	60548	9.148131	1.687484	0.310345
breast	urothelial_cell	CL:0000731,CL:1001428,CL:1000486,CL:1000703,CL:4030055,CL:4030056	ENSG00000169083	5307	0	0	0.000000	0.000000	0.000000
breast	cd4_tcell	CL:0000624,CL:0000492,CL:0000896,CL:0000792,CL:0000895,CL:0000897,CL:0000934,CL:0001043,CL:0001044,CL:0000545,CL:0000546,CL:0000899,CL:0001042,CL:0002038,CL:0000903,CL:0000904,CL:0000905,CL:0002677,CL:0002678,CL:4033038	ENSG00000169083	5307	44645	89	0.199350	1.652738	0.022991
blood	luminal_mammary_epithelial_cell	CL:0002326,CL:4033057,CL:4033058	ENSG00000169083	5307	0	0	0.000000	0.000000	0.000000
blood	urothelial_cell	CL:0000731,CL:1001428,CL:1000486,CL:1000703,CL:4030055,CL:4030056	ENSG00000169083	5307	0	0	0.000000	0.000000	0.000000
blood	cd4_tcell	CL:0000624,CL:0000492,CL:0000896,CL:0000792,CL:0000895,CL:0000897,CL:0000934,CL:0001043,CL:0001044,CL:0000545,CL:0000546,CL:0000899,CL:0001042,CL:0002038,CL:0000903,CL:0000904,CL:0000905,CL:0002677,CL:0002678,CL:4033038	ENSG00000169083	5307	1350506	95	0.007034	1.606305	0.001073
ureter	luminal_mammary_epithelial_cell	CL:0002326,CL:4033057,CL:4033058	ENSG00000169083	5307	0	0	0.000000	0.000000	0.000000
ureter	urothelial_cell	CL:0000731,CL:1001428,CL:1000486,CL:1000703,CL:4030055,CL:4030056	ENSG00000169083	5307	24813	2227	8.975134	0.608105	0.118918
ureter	cd4_tcell	CL:0000624,CL:0000492,CL:0000896,CL:0000792,CL:0000895,CL:0000897,CL:0000934,CL:0001043,CL:0001044,CL:0000545,CL:0000546,CL:0000899,CL:0001042,CL:0002038,CL:0000903,CL:0000904,CL:0000905,CL:0002677,CL:0002678,CL:4033038	ENSG00000169083	5307	0	0	0.000000	0.000000	0.000000
