,,,,,,,,Two color points Chart 1:,,,,,,,,,,,,,,,FDR cut-off,
ID,Uniprot Accession,Description,gene_name,-Log Student's T-test p-value,Student's T-test Difference,FDR Significant ,significant or not,Significant,Not significant,MS/MS count 957,MS/MS count 958,MS/MS count 959,MS/MS count 960,MS/MS count 961,MS/MS count 962,LFQ intensity 957,LFQ intensity 958,LFQ intensity 959,LFQ intensity 960,LFQ intensity 961,LFQ intensity 962,,x,y
1899,Q13439,Golgin subfamily A member 4,GOLGA4,0.595,-0.825,,Not_Significant,#N/A,-0.825,24,8,13,18,15,18,23.635,21.685,22.435,23.751,22.925,23.554,,15.6,1.0
1900,Q13442,28 kDa heat- and acid-stable phosphoprotein,PDAP1,0.065,0.039,,Not_Significant,#N/A,0.039,10,6,9,6,5,5,23.911,23.474,23.421,23.810,23.551,23.328,,15.6,1.0
1901,Q13451,"Peptidyl-prolyl cis-trans isomerase FKBP5;Peptidyl-prolyl cis-trans isomerase FKBP5, N-terminally processed",FKBP5,1.754,0.663,,Not_Significant,#N/A,0.663,16,8,19,4,5,1,24.562,24.098,24.502,23.812,23.812,23.548,,15.6,1.0
1902,Q13464,Rho-associated protein kinase 1,ROCK1,0.968,-1.139,,Not_Significant,#N/A,-1.139,1,0,1,0,0,2,21.333,20.222,20.346,21.380,21.318,22.620,,15.6,1.0
1903,Q13472,DNA topoisomerase 3-alpha,TOP3A,0.136,0.229,,Not_Significant,#N/A,0.229,0,0,1,0,0,0,20.103,21.277,20.670,19.487,20.608,21.267,,15.6,1.0
1905,Q13492,Phosphatidylinositol-binding clathrin assembly protein,PICALM,0.363,-0.168,,Not_Significant,#N/A,-0.168,4,7,8,2,2,2,23.809,24.185,23.891,24.441,23.947,24.002,,15.6,1.0
1908,Q13505,Metaxin-1,MTX1,0.826,1.209,,Not_Significant,#N/A,1.209,2,0,2,0,0,0,22.419,20.247,21.182,19.641,20.520,20.059,,15.6,1.0
1909,Q13509,Tubulin beta-3 chain,TUBB3,0.036,-0.131,,Not_Significant,#N/A,-0.131,0,2,2,1,2,0,20.884,23.410,20.565,20.099,22.315,22.839,,15.6,1.0
1910,Q13523,Serine/threonine-protein kinase PRP4 homolog,PRPF4B,0.930,-0.598,,Not_Significant,#N/A,-0.598,5,2,5,3,5,3,22.722,21.764,22.381,22.810,22.751,23.101,,15.6,1.0
1911,Q13526,Peptidyl-prolyl cis-trans isomerase NIMA-interacting 1,PIN1,1.166,0.524,,Not_Significant,#N/A,0.524,11,5,9,5,3,6,24.047,23.782,24.419,23.730,23.572,23.376,,15.6,1.0
1913,Q13546,Receptor-interacting serine/threonine-protein kinase 1,RIPK1,0.817,0.881,,Not_Significant,#N/A,0.881,2,3,4,0,0,0,22.027,21.966,21.818,22.024,20.756,20.388,,15.5,1.0
1914,Q13547,Histone deacetylase 1,HDAC1,2.213,0.893,,Not_Significant,#N/A,0.893,15,8,13,10,7,5,25.562,25.322,25.760,24.782,24.432,24.751,,15.5,1.0
1916,Q13557,Calcium/calmodulin-dependent protein kinase type II subunit delta,CAMK2D,0.594,0.811,,Not_Significant,#N/A,0.811,1,1,2,1,2,1,21.688,21.122,21.724,21.232,21.326,19.544,,15.5,1.0
1917,Q13561,Dynactin subunit 2,DCTN2,1.870,-0.351,,Not_Significant,#N/A,-0.351,16,10,13,17,14,16,25.999,25.824,25.792,26.179,26.161,26.328,,15.5,1.0
1919,Q13572,Inositol-tetrakisphosphate 1-kinase,ITPK1,0.980,4.060,,Not_Significant,#N/A,4.060,3,2,5,1,1,0,26.365,26.280,26.612,26.237,20.488,20.352,,15.5,1.0
1920,Q13573,SNW domain-containing protein 1,SNW1,1.542,-0.622,,Not_Significant,#N/A,-0.622,10,7,7,6,4,6,29.838,29.243,29.521,30.181,30.022,30.264,,15.5,1.0
1923,Q13596,Sorting nexin-1,SNX1,0.144,-0.091,,Not_Significant,#N/A,-0.091,5,3,4,3,4,2,21.914,21.961,21.642,21.692,21.742,22.357,,15.5,1.0
1925,Q13608,Peroxisome assembly factor 2,PEX6,0.023,0.059,,Not_Significant,#N/A,0.059,1,1,3,2,1,1,20.893,20.388,22.274,22.056,21.474,19.849,,15.5,1.0
1927,Q13616,Cullin-1,CUL1,1.913,1.055,,Not_Significant,#N/A,1.055,8,5,5,0,0,1,22.876,22.344,22.657,21.683,21.205,21.823,,15.5,1.0
1928,Q13617,Cullin-2,CUL2,2.428,0.609,,Not_Significant,#N/A,0.609,8,5,7,0,1,2,22.227,22.427,22.319,21.724,21.570,21.853,,15.5,1.0
1929,Q13618,Cullin-3,CUL3,1.178,0.540,,Not_Significant,#N/A,0.540,17,11,19,5,2,9,24.431,24.353,24.312,23.793,23.473,24.208,,15.4,1.0
1930,Q13619,Cullin-4A,CUL4A,2.076,0.693,,Not_Significant,#N/A,0.693,14,9,10,3,3,3,23.566,23.541,23.738,23.097,22.669,22.998,,15.4,1.0
1931,Q13620,Cullin-4B,CUL4B,2.837,0.597,,Not_Significant,#N/A,0.597,9,3,5,1,1,1,24.307,24.281,24.116,23.562,23.625,23.726,,15.4,1.0
1932,Q13630,GDP-L-fucose synthase,TSTA3,0.512,0.676,,Not_Significant,#N/A,0.676,3,2,1,1,0,1,21.874,22.177,21.590,21.770,21.745,20.098,,15.4,1.0
1934,Q13685,Angio-associated migratory cell protein,AAMP,0.206,0.482,,Not_Significant,#N/A,0.482,5,3,2,0,1,0,22.439,19.714,22.387,20.856,21.190,21.048,,15.4,1.0
1935,Q13724,Mannosyl-oligosaccharide glucosidase,MOGS,0.978,0.373,,Not_Significant,#N/A,0.373,5,7,7,4,4,2,23.251,22.681,22.798,22.575,22.583,22.451,,15.4,1.0
1937,Q13769,THO complex subunit 5 homolog,THOC5,0.518,0.540,,Not_Significant,#N/A,0.540,2,1,0,0,1,1,20.840,20.991,20.754,20.386,19.508,21.071,,15.4,1.0
1938,Q13813,"Spectrin alpha chain, non-erythrocytic 1",SPTAN1,0.360,0.087,,Not_Significant,#N/A,0.087,59,45,46,22,24,32,24.872,24.679,24.616,24.566,24.577,24.765,,15.4,1.0
1939,Q13823,Nucleolar GTP-binding protein 2,GNL2,0.957,3.227,,Not_Significant,#N/A,3.227,1,0,0,0,0,1,24.854,25.330,20.564,20.625,19.491,20.950,,15.4,1.0
1940,Q13835,Plakophilin-1,PKP1,0.953,3.507,,Not_Significant,#N/A,3.507,1,0,6,0,2,0,25.209,20.173,25.227,20.163,19.326,20.599,,15.4,1.0
1941,Q13838,Spliceosome RNA helicase DDX39B,DDX39B,1.546,-0.435,,Not_Significant,#N/A,-0.435,19,14,14,17,16,16,25.834,25.593,25.474,26.217,26.018,25.972,,15.3,1.0
1943,Q13868,Exosome complex component RRP4,EXOSC2,0.626,0.230,,Not_Significant,#N/A,0.230,6,4,3,4,3,1,22.321,22.507,22.150,22.285,22.155,21.848,,15.3,1.0
1944,Q13885;Q9BVA1,Tubulin beta-2A chain;Tubulin beta-2B chain,TUBB2A;TUBB2B,0.776,-2.951,,Not_Significant,#N/A,-2.951,2,2,0,2,0,0,19.533,20.631,20.044,25.840,23.329,19.891,,15.3,1.0
1948,Q13907,Isopentenyl-diphosphate Delta-isomerase 1,IDI1,1.020,0.707,,Not_Significant,#N/A,0.707,8,5,4,2,2,2,23.943,23.848,23.572,23.461,23.305,22.475,,15.3,1.0
1952,Q14008,Cytoskeleton-associated protein 5,CKAP5,1.406,0.330,,Not_Significant,#N/A,0.330,27,17,19,15,9,6,23.823,23.452,23.646,23.353,23.273,23.305,,15.3,1.0
1955,Q14103,Heterogeneous nuclear ribonucleoprotein D0,HNRNPD,2.619,-0.603,,Not_Significant,#N/A,-0.603,22,16,20,15,17,18,27.061,26.813,26.944,27.494,27.646,27.486,,15.3,1.0
1960,Q14139,Ubiquitin conjugation factor E4 A,UBE4A,1.263,0.797,,Not_Significant,#N/A,0.797,8,8,10,2,5,3,23.279,23.698,22.807,22.547,22.666,22.181,,15.3,1.0
1961,Q14141,Septin-6,44445,0.369,-0.332,,Not_Significant,#N/A,-0.332,4,3,5,3,3,2,24.536,23.752,24.578,24.219,25.119,24.525,,15.3,1.0
1964,Q14151,Scaffold attachment factor B2,SAFB2,1.509,-1.288,,Not_Significant,#N/A,-1.288,1,0,0,2,2,3,21.074,19.864,20.301,21.424,21.654,22.025,,15.3,1.0
1965,Q14152,Eukaryotic translation initiation factor 3 subunit A,EIF3A,0.402,-0.120,,Not_Significant,#N/A,-0.120,40,28,35,27,30,22,24.501,24.134,24.380,24.426,24.364,24.586,,15.3,1.0
1966,Q14155,Rho guanine nucleotide exchange factor 7,ARHGEF7,0.141,0.287,,Not_Significant,#N/A,0.287,1,2,2,2,1,1,20.049,21.699,21.612,21.885,20.329,20.286,,15.2,1.0
1967,Q14157,Ubiquitin-associated protein 2-like,UBAP2L,0.421,-0.282,,Not_Significant,#N/A,-0.282,16,10,10,12,6,6,24.147,23.898,23.281,24.231,24.126,23.815,,15.2,1.0
1968,Q14160,Protein scribble homolog,SCRIB,0.497,0.227,,Not_Significant,#N/A,0.227,15,12,13,6,6,5,24.328,23.757,23.723,23.750,23.739,23.639,,15.2,1.0
1969,Q14165,Malectin,MLEC,0.192,0.428,,Not_Significant,#N/A,0.428,4,1,2,1,0,0,21.687,20.114,22.301,22.044,20.334,20.440,,15.2,1.0
1970,Q14166,Tubulin--tyrosine ligase-like protein 12,TTLL12,0.944,0.601,,Not_Significant,#N/A,0.601,15,9,15,6,5,2,24.047,23.999,23.872,23.760,23.558,22.796,,15.2,1.0
1973,Q14192,Four and a half LIM domains protein 2,FHL2,0.181,0.067,,Not_Significant,#N/A,0.067,1,1,1,0,2,3,23.403,23.449,23.428,23.124,23.605,23.350,,15.2,1.0
1974,Q14197,"Peptidyl-tRNA hydrolase ICT1, mitochondrial",ICT1,0.559,-5.112,,Not_Significant,#N/A,-5.112,2,2,1,2,2,3,32.881,32.875,20.711,33.884,33.876,34.041,,15.2,1.0
1976,Q14203,Dynactin subunit 1,DCTN1,0.350,-0.086,,Not_Significant,#N/A,-0.086,20,22,21,16,16,14,23.509,23.657,23.821,23.798,23.654,23.792,,15.2,1.0
1977,Q14204,Cytoplasmic dynein 1 heavy chain 1,DYNC1H1,3.541,0.371,,Not_Significant,#N/A,0.371,191,168,181,103,90,90,25.886,25.951,25.899,25.588,25.512,25.521,,15.2,1.0
1978,Q14232,Translation initiation factor eIF-2B subunit alpha,EIF2B1,0.158,0.085,,Not_Significant,#N/A,0.085,12,11,5,7,7,4,23.558,23.522,22.958,23.151,23.299,23.332,,15.2,1.0
1979,Q14240,"Eukaryotic initiation factor 4A-II;Eukaryotic initiation factor 4A-II, N-terminally processed",EIF4A2,1.850,0.739,,Not_Significant,#N/A,0.739,12,10,15,10,7,9,24.949,24.810,25.262,24.385,24.035,24.385,,15.1,1.0
1981,Q14244,Ensconsin,MAP7,0.211,-0.312,,Not_Significant,#N/A,-0.312,3,0,3,0,0,0,20.878,19.927,21.334,21.481,21.360,20.235,,15.1,1.0
1982,Q14247,Src substrate cortactin,CTTN,0.178,-0.035,,Not_Significant,#N/A,-0.035,39,27,34,25,20,22,25.701,25.658,25.557,25.639,25.793,25.589,,15.1,1.0
1985,Q14258,E3 ubiquitin/ISG15 ligase TRIM25,TRIM25,0.374,0.081,,Not_Significant,#N/A,0.081,22,14,20,14,11,10,24.121,24.372,24.160,24.043,24.173,24.193,,15.1,1.0
1988,Q14320,Protein FAM50A,FAM50A,0.338,0.948,,Not_Significant,#N/A,0.948,2,2,2,0,0,0,22.526,20.301,21.792,18.702,21.798,21.275,,15.1,1.0
1992,Q14376,UDP-glucose 4-epimerase,GALE,1.041,0.775,,Not_Significant,#N/A,0.775,3,1,3,0,0,0,21.589,20.781,21.792,20.456,20.442,20.940,,15.1,1.0
1994,Q14444,Caprin-1,CAPRIN1,0.100,0.102,,Not_Significant,#N/A,0.102,11,6,6,6,3,3,24.351,23.423,23.901,23.833,24.201,23.334,,15.1,1.0
1996,Q14498,RNA-binding protein 39,RBM39,1.279,-0.597,,Not_Significant,#N/A,-0.597,7,3,9,6,4,6,24.109,23.596,23.413,24.265,24.211,24.433,,15.1,1.0
1998,Q14527,Helicase-like transcription factor,HLTF,0.967,1.001,,Not_Significant,#N/A,1.001,13,7,12,2,2,1,23.397,22.276,23.901,22.178,22.312,22.079,,15.1,1.0
2001,Q14562,ATP-dependent RNA helicase DHX8,DHX8,1.319,1.428,,Not_Significant,#N/A,1.428,1,0,0,0,0,0,21.843,21.163,22.616,20.908,19.927,20.502,,15.1,1.0
2002,Q14566,DNA replication licensing factor MCM6,MCM6,1.063,0.354,,Not_Significant,#N/A,0.354,31,22,27,19,14,21,25.194,24.683,25.065,24.688,24.589,24.604,,15.0,1.0
2004,Q14573,"Inositol 1,4,5-trisphosphate receptor type 3",ITPR3,1.239,0.506,,Not_Significant,#N/A,0.506,6,8,7,3,4,2,22.203,22.776,22.293,21.933,22.033,21.787,,15.0,1.0
2009,Q14671,Pumilio homolog 1,PUM1,1.323,-0.646,,Not_Significant,#N/A,-0.646,1,1,3,2,3,3,21.611,21.336,21.922,22.207,22.561,22.039,,15.0,1.0
2010,Q14676,Mediator of DNA damage checkpoint protein 1,MDC1,0.437,0.874,,Not_Significant,#N/A,0.874,4,0,1,0,0,0,21.547,20.305,21.762,21.509,20.479,19.002,,15.0,1.0
2011,Q14677,Clathrin interactor 1,CLINT1,0.607,0.246,,Not_Significant,#N/A,0.246,9,12,8,5,6,6,24.065,23.771,24.034,23.638,23.483,24.010,,15.0,1.0
2012,Q14683,Structural maintenance of chromosomes protein 1A,SMC1A,1.273,0.323,,Not_Significant,#N/A,0.323,23,13,20,10,9,15,23.699,23.394,23.653,23.247,23.142,23.389,,15.0,1.0
2014,Q14686,Nuclear receptor coactivator 6,NCOA6,1.167,1.256,,Not_Significant,#N/A,1.256,2,1,2,1,0,0,20.868,20.843,21.045,20.005,18.675,20.310,,15.0,1.0
2019,Q14694,Ubiquitin carboxyl-terminal hydrolase 10,USP10,0.457,0.260,,Not_Significant,#N/A,0.260,9,3,6,3,3,1,23.553,22.825,23.518,23.156,23.015,22.946,,15.0,1.0
2020,Q14697,Neutral alpha-glucosidase AB,GANAB,1.431,1.078,,Not_Significant,#N/A,1.078,12,17,14,6,5,6,24.174,25.031,23.960,23.465,23.063,23.404,,15.0,1.0
2021,Q14738,Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit delta isoform,PPP2R5D,1.874,0.484,,Not_Significant,#N/A,0.484,5,2,4,3,2,2,23.480,23.156,23.147,22.733,22.842,22.757,,15.0,1.0
2022,Q14739,Lamin-B receptor,LBR,0.019,0.058,,Not_Significant,#N/A,0.058,6,0,2,0,0,0,22.370,20.774,22.404,22.628,20.093,22.653,,14.9,1.0
2023,Q14746,Conserved oligomeric Golgi complex subunit 2,COG2,0.669,0.437,,Not_Significant,#N/A,0.437,2,1,1,0,0,0,20.761,20.539,20.149,20.004,20.474,19.660,,14.9,1.0
2025,Q14789,Golgin subfamily B member 1,GOLGB1,1.853,-0.890,,Not_Significant,#N/A,-0.890,8,7,9,10,7,6,23.792,23.736,23.545,24.361,24.402,24.981,,14.9,1.0
2027,Q14807,Kinesin-like protein KIF22,KIF22,0.324,0.815,,Not_Significant,#N/A,0.815,4,0,0,1,1,1,22.406,20.653,22.720,22.648,19.906,20.782,,14.9,1.0
2030,Q14847,LIM and SH3 domain protein 1,LASP1,0.385,0.169,,Not_Significant,#N/A,0.169,12,12,16,10,11,9,25.561,25.764,25.807,25.669,25.748,25.209,,14.9,1.0
2032,Q14914,Prostaglandin reductase 1,PTGR1,1.244,1.507,,Not_Significant,#N/A,1.507,6,4,7,3,1,0,23.628,23.004,22.780,22.243,22.029,20.621,,14.9,1.0
2033,Q14938,Nuclear factor 1 X-type,NFIX,0.946,1.710,,Not_Significant,#N/A,1.710,4,1,5,0,0,0,22.523,20.823,22.646,19.448,19.945,21.468,,14.9,1.0
2037,Q14974,Importin subunit beta-1,KPNB1,2.013,0.574,,Not_Significant,#N/A,0.574,25,17,25,10,9,8,25.001,25.349,24.968,24.569,24.529,24.498,,14.9,1.0
2038,Q14978,Nucleolar and coiled-body phosphoprotein 1,NOLC1,0.074,0.312,,Not_Significant,#N/A,0.312,3,3,1,1,3,0,23.099,22.246,20.361,20.162,24.035,20.574,,14.9,1.0
2039,Q14980,Nuclear mitotic apparatus protein 1,NUMA1,0.037,-0.016,,Not_Significant,#N/A,-0.016,82,48,75,38,53,44,25.030,24.545,24.802,24.735,24.802,24.888,,14.9,1.0
2040,Q14C86,GTPase-activating protein and VPS9 domain-containing protein 1,GAPVD1,0.383,-0.089,,Not_Significant,#N/A,-0.089,9,6,3,3,4,1,23.018,22.697,22.924,22.947,22.951,23.009,,14.8,1.0
2041,Q14CX7,"N-alpha-acetyltransferase 25, NatB auxiliary subunit",NAA25,0.601,1.465,,Not_Significant,#N/A,1.465,2,2,0,0,0,1,23.336,22.366,19.890,21.129,19.942,20.127,,14.8,1.0
2042,Q15003,Condensin complex subunit 2,NCAPH,0.070,0.068,,Not_Significant,#N/A,0.068,8,3,4,0,0,1,22.552,21.685,21.688,21.703,22.248,21.770,,14.8,1.0
2044,Q15005,Signal peptidase complex subunit 2,SPCS2,0.490,0.805,,Not_Significant,#N/A,0.805,2,3,2,2,1,0,21.797,22.776,21.724,21.822,22.022,20.037,,14.8,1.0
2045,Q15006,ER membrane protein complex subunit 2,EMC2,0.509,0.358,,Not_Significant,#N/A,0.358,3,4,3,2,1,2,21.714,21.523,21.853,21.742,21.504,20.771,,14.8,1.0
2050,Q15019,Septin-2,44441,1.973,0.550,,Not_Significant,#N/A,0.550,40,26,32,22,17,20,26.189,26.530,26.537,25.803,25.940,25.863,,14.8,1.0
2051,Q15020,Squamous cell carcinoma antigen recognized by T-cells 3,SART3,1.117,0.578,,Not_Significant,#N/A,0.578,28,11,15,9,6,11,23.609,23.234,23.991,23.195,22.829,23.076,,14.8,1.0
2052,Q15021,Condensin complex subunit 1,NCAPD2,1.098,0.682,,Not_Significant,#N/A,0.682,10,5,9,1,0,0,22.884,22.282,22.122,22.009,21.408,21.825,,14.8,1.0
2053,Q15024,Exosome complex component RRP42,EXOSC7,0.924,1.066,,Not_Significant,#N/A,1.066,2,1,3,1,1,1,22.718,22.686,22.869,22.377,22.062,20.636,,14.8,1.0
2054,Q15029,116 kDa U5 small nuclear ribonucleoprotein component,EFTUD2,0.095,0.031,,Not_Significant,#N/A,0.031,27,22,28,23,17,19,24.437,24.159,24.414,24.319,24.165,24.431,,14.8,1.0
2055,Q15031,"Probable leucine--tRNA ligase, mitochondrial",LARS2,1.536,-1.247,,Not_Significant,#N/A,-1.247,5,2,2,3,4,4,21.571,22.415,21.972,22.813,23.775,23.112,,14.7,1.0
2057,Q15042,Rab3 GTPase-activating protein catalytic subunit,RAB3GAP1,0.571,0.152,,Not_Significant,#N/A,0.152,4,1,0,1,2,2,22.826,22.543,22.784,22.458,22.522,22.719,,14.7,1.0
2058,Q15046,Lysine--tRNA ligase,KARS,0.923,0.190,,Not_Significant,#N/A,0.190,35,21,29,13,16,15,24.703,24.938,24.778,24.651,24.489,24.711,,14.7,1.0
2060,Q15054,DNA polymerase delta subunit 3,POLD3,0.828,2.088,,Not_Significant,#N/A,2.088,2,1,3,1,0,0,23.128,19.795,23.267,19.466,20.038,20.421,,14.7,1.0
2061,Q15056,Eukaryotic translation initiation factor 4H,EIF4H,0.333,-0.106,,Not_Significant,#N/A,-0.106,12,10,6,6,8,6,25.651,25.387,25.215,25.589,25.508,25.473,,14.7,1.0
2063,Q15058,Kinesin-like protein KIF14,KIF14,0.710,1.860,,Not_Significant,#N/A,1.860,1,1,0,0,0,1,23.684,23.626,20.757,20.841,19.604,22.043,,14.7,1.0
2068,Q15075,Early endosome antigen 1,EEA1,0.280,0.220,,Not_Significant,#N/A,0.220,12,8,5,10,10,6,25.813,25.495,24.899,25.440,25.236,24.871,,14.7,1.0
2069,Q15084,Protein disulfide-isomerase A6,PDIA6,0.939,1.118,,Not_Significant,#N/A,1.118,4,11,2,2,2,2,24.205,25.003,23.341,22.938,22.653,23.605,,14.7,1.0
2070,Q15102,Platelet-activating factor acetylhydrolase IB subunit gamma,PAFAH1B3,1.212,0.728,,Not_Significant,#N/A,0.728,3,6,9,1,2,4,23.490,23.912,23.217,23.203,22.582,22.650,,14.7,1.0
2072,Q15126,Phosphomevalonate kinase,PMVK,0.532,0.663,,Not_Significant,#N/A,0.663,7,6,4,4,5,3,23.793,22.893,22.581,22.822,22.853,21.602,,14.7,1.0
2074,Q15154,Pericentriolar material 1 protein,PCM1,0.783,-1.575,,Not_Significant,#N/A,-1.575,0,0,0,2,2,2,22.467,19.349,20.663,22.473,22.011,22.721,,14.6,1.0
2077,Q15181,Inorganic pyrophosphatase,PPA1,2.268,0.433,,Not_Significant,#N/A,0.433,9,9,5,4,4,2,23.670,23.481,23.642,23.061,23.199,23.233,,14.6,1.0
2078,Q15185,Prostaglandin E synthase 3,PTGES3,0.544,0.218,,Not_Significant,#N/A,0.218,4,7,4,2,1,1,23.827,24.124,23.625,23.791,23.684,23.447,,14.6,1.0
2081,Q15257,Serine/threonine-protein phosphatase 2A activator,PPP2R4,0.505,0.960,,Not_Significant,#N/A,0.960,6,5,6,2,3,1,22.840,22.683,22.456,20.059,22.658,22.383,,14.6,1.0
2082,Q15269,Periodic tryptophan protein 2 homolog,PWP2,0.653,0.690,,Not_Significant,#N/A,0.690,1,0,1,0,0,0,22.137,21.273,21.710,21.051,21.705,20.293,,14.6,1.0
2083,Q15276,Rab GTPase-binding effector protein 1,RABEP1,1.123,-0.566,,Not_Significant,#N/A,-0.566,6,3,7,3,8,2,21.425,21.453,21.525,22.234,22.303,21.565,,14.6,1.0
2084,Q15287,RNA-binding protein with serine-rich domain 1,RNPS1,0.220,0.443,,Not_Significant,#N/A,0.443,6,4,4,2,1,2,23.396,22.907,22.736,23.732,21.140,22.839,,14.6,1.0
2090,Q15365,Poly(rC)-binding protein 1,PCBP1,1.277,-0.315,,Not_Significant,#N/A,-0.315,22,17,21,14,12,15,25.893,26.159,26.253,26.486,26.425,26.340,,14.6,1.0
2091,Q15366,Poly(rC)-binding protein 2,PCBP2,1.349,-0.279,,Not_Significant,#N/A,-0.279,10,11,10,8,10,7,27.023,27.031,26.895,27.393,27.100,27.294,,14.6,1.0
2092,Q15369,Transcription elongation factor B polypeptide 1,TCEB1,1.504,0.508,,Not_Significant,#N/A,0.508,7,4,5,5,1,3,24.875,24.785,25.130,24.539,24.539,24.187,,14.6,1.0
2093,Q15370,Transcription elongation factor B polypeptide 2,TCEB2,0.929,0.303,,Not_Significant,#N/A,0.303,2,4,3,0,2,2,22.879,23.285,23.153,22.933,22.856,22.619,,14.5,1.0
2097,Q15392,Delta(24)-sterol reductase,DHCR24,0.133,0.116,,Not_Significant,#N/A,0.116,2,1,1,0,0,0,21.034,20.387,20.668,20.410,20.235,21.096,,14.5,1.0
2098,Q15393,Splicing factor 3B subunit 3,SF3B3,0.985,0.193,,Not_Significant,#N/A,0.193,36,23,31,17,15,17,24.892,24.737,24.988,24.709,24.572,24.758,,14.5,1.0
2100,Q15417,Calponin-3,CNN3,1.325,0.327,,Not_Significant,#N/A,0.327,10,12,11,10,9,6,25.096,25.356,25.079,24.955,24.886,24.711,,14.5,1.0
2101,Q15418,Ribosomal protein S6 kinase alpha-1,RPS6KA1,0.680,0.785,,Not_Significant,#N/A,0.785,8,4,5,2,1,1,22.916,22.750,22.532,22.405,20.923,22.514,,14.5,1.0
2102,Q15424,Scaffold attachment factor B1,SAFB,0.877,-0.624,,Not_Significant,#N/A,-0.624,9,4,3,5,4,3,23.278,22.968,22.297,23.226,23.413,23.777,,14.5,1.0
2103,Q15427,Splicing factor 3B subunit 4,SF3B4,0.204,0.862,,Not_Significant,#N/A,0.862,3,1,2,0,2,0,23.914,19.978,23.110,19.561,23.408,21.446,,14.5,1.0
2104,Q15428,Splicing factor 3A subunit 2,SF3A2,1.244,0.559,,Not_Significant,#N/A,0.559,7,2,4,1,0,1,23.715,23.211,23.371,22.639,23.153,22.828,,14.5,1.0
2105,Q15435,Protein phosphatase 1 regulatory subunit 7,PPP1R7,0.387,0.851,,Not_Significant,#N/A,0.851,3,6,5,1,0,1,22.390,23.044,23.062,23.182,22.538,20.222,,14.5,1.0
2106,Q15436,Protein transport protein Sec23A,SEC23A,2.126,-0.332,,Not_Significant,#N/A,-0.332,10,11,11,10,8,10,23.900,24.119,24.002,24.369,24.300,24.346,,14.5,1.0
2107,Q15437,Protein transport protein Sec23B,SEC23B,1.513,-0.207,,Not_Significant,#N/A,-0.207,20,19,25,16,10,17,24.800,24.939,24.960,25.161,25.126,25.033,,14.4,1.0
2108,Q15459,Splicing factor 3A subunit 1,SF3A1,0.092,0.053,,Not_Significant,#N/A,0.053,14,14,10,8,5,8,23.750,23.311,23.403,23.228,23.736,23.342,,14.4,1.0
2109,Q15477,Helicase SKI2W,SKIV2L,0.994,0.609,,Not_Significant,#N/A,0.609,6,7,10,1,3,3,22.430,22.839,23.190,21.900,22.194,22.540,,14.4,1.0
2116,Q15599,Na(+)/H(+) exchange regulatory cofactor NHE-RF2,SLC9A3R2,0.989,0.478,,Not_Significant,#N/A,0.478,6,5,5,6,7,5,23.265,23.099,23.732,23.072,22.651,22.940,,14.4,1.0
2117,Q15628,Tumor necrosis factor receptor type 1-associated DEATH domain protein,TRADD,0.967,1.331,,Not_Significant,#N/A,1.331,2,1,3,0,1,0,22.469,21.688,21.621,19.614,21.636,20.537,,14.4,1.0
2118,Q15631,Translin,TSN,0.906,0.544,,Not_Significant,#N/A,0.544,5,2,4,3,2,2,22.517,22.301,22.639,22.413,21.507,21.904,,14.4,1.0
2119,Q15637,Splicing factor 1,SF1,0.928,-0.428,,Not_Significant,#N/A,-0.428,9,4,4,5,5,2,24.067,23.526,23.386,24.066,23.999,24.199,,14.4,1.0
2121,Q15643,Thyroid receptor-interacting protein 11,TRIP11,1.032,-1.720,,Not_Significant,#N/A,-1.720,12,0,3,7,7,15,22.884,21.233,20.267,23.039,22.987,23.519,,14.4,1.0
2122,Q15645,Pachytene checkpoint protein 2 homolog,TRIP13,2.456,0.833,,Not_Significant,#N/A,0.833,13,14,16,6,12,8,25.537,25.785,25.798,24.887,25.049,24.686,,14.4,1.0
2125,Q15654,Thyroid receptor-interacting protein 6,TRIP6,0.815,1.207,,Not_Significant,#N/A,1.207,3,2,1,0,1,1,22.852,21.398,21.878,21.584,21.126,19.799,,14.4,1.0
2126,Q15691,Microtubule-associated protein RP/EB family member 1,MAPRE1,1.660,0.452,,Not_Significant,#N/A,0.452,16,15,14,9,11,9,24.811,24.786,24.608,24.416,24.360,24.073,,14.3,1.0
2127,Q15717,ELAV-like protein 1,ELAVL1,1.546,-0.733,,Not_Significant,#N/A,-0.733,18,9,9,13,12,8,25.428,24.782,24.783,25.764,25.656,25.771,,14.3,1.0
2130,Q15750,TGF-beta-activated kinase 1 and MAP3K7-binding protein 1,TAB1,0.548,0.419,,Not_Significant,#N/A,0.419,4,1,3,1,0,1,20.848,21.220,21.257,20.495,20.273,21.299,,14.3,1.0
2132,Q15773,Myeloid leukemia factor 2,MLF2,2.244,-0.769,,Not_Significant,#N/A,-0.769,3,1,3,4,2,3,21.868,21.679,22.069,22.490,22.640,22.792,,14.3,1.0
2133,Q15785,Mitochondrial import receptor subunit TOM34,TOMM34,0.868,0.248,,Not_Significant,#N/A,0.248,10,7,12,5,5,3,25.123,24.879,24.974,24.752,24.546,24.935,,14.3,1.0
2134,Q15788,Nuclear receptor coactivator 1,NCOA1,0.905,1.488,,Not_Significant,#N/A,1.488,1,0,6,0,0,0,22.056,20.159,22.682,19.931,20.171,20.331,,14.3,1.0
