Protein.Group	Protein.Ids	Protein.Names	Genes	Peptides	Min*(PG.Q.Value)	PrimaryCD4_plus_T_D001_IgG_IP_1	PrimaryCD4_plus_T_D017_IgG_IP_2	PrimaryCD4_plus_T_D029_IgG_IP_3	PrimaryCD4_plus_T_D035_IgG_IP_4	PrimaryCD4_plus_T_D001_GR_IP_1	PrimaryCD4_plus_T_D017_GR_IP_2	PrimaryCD4_plus_T_D029_GR_IP_3	PrimaryCD4_plus_T_D035_GR_IP_4	MCF7_230323_IgG_IP_1	MCF7_040423_IgG_IP_2	MCF7_270323_IgG_IP_3	MCF7_230323_GR_IP_1	MCF7_040423_GR_IP_2	MCF7_270323_GR_IP_3	231_230323_IgG_IP_1	231_040423_IgG_IP_2	231_270323_IgG_IP_3	231_040423_GR_IP_2	231_230323_GR_IP_1	231_270323_GR_IP_3	Jurkat_230323_IgG_IP_1	Jurkat_040423_IgG_IP_2	Jurkat_120423_IgG_IP_3	Jurkat_230323_GR_IP_1	Jurkat_040423_GR_IP_2	Jurkat_120423_GR_IP_3	KMBC2_230323_IgG_IP_1	KMBC2_120423_IgG_IP_2	KMBC2_270323_IgG_IP_3	KMBC2_120423_GR_IP_2	KMBC2_230323_GR_IP_1	KMBC2_270323_GR_IP_3	PrimaryBreastEpis_3137_IgG_IP_1	PrimaryBreastEpis_2528_IgG_IP_2	PrimaryBreastEpis_3353_IgG_IP_3	PrimaryBreastEpis _3137_GR_IP_1	PrimaryBreastEpis_2528_GR_IP_2	PrimaryBreastEpis_3353_GR_IP_3	PrimaryNHU_Y3018_IgG_IP_1	PrimaryNHU_Y2680_IgG_IP_2	PrimaryNHU_Y2332_IgG_IP_3	PrimaryNHU_Y3018_GR_IP_1	PrimaryNHU_Y2680_GR_IP_2	PrimaryNHU_Y2332_GR_IP_3	BB7_IgG_IP	BB7_GR_IP	BB3RC31_IgG_IP	BB3RC31_GR_IP	HBC34_IgG_IP	HBC34_GR_IP	MCF10A_GR_1	MCF10A_GR_2	MCF10A_GR_3	MCF10A_IgG_1	MCF10A_IgG_2	MCF10A_IgG_3
O95429	O95429	BAG4_HUMAN	BAG4	5	0.000198255	239.8595123	438.5571289	338.4084473	297.6243591	132.5910492	4158.927246	3487.006592	2897.364014	290.2232666	1037.779907	2791.439697	3666.952881	6732.700195	5454.183594	232.1157532	2050.050293	414.9482422	17011.91992	13161.87109	9330.46582	287.7946777	428.5979614	327.1101685	5981.049805	5849.78125	4071.180664	73.56000519	470.7331543	347.9763794	11938.02344	13598.79688	16378.33691	295.8492126	3690.052734	400.1837463	5684.562012	6697.260254	7236.259766	168.1695709	350.9399109	384.8471985	3512.081055	4984.003906	4636.757324	6583.999023	9074.549805	12158.75488	22470.3457	5547.862305	14320.6416	10257.36133	17299.69141	12830.07324	229.3587646	220.8664246	3563.169434
O95433	O95433	AHSA1_HUMAN	AHSA1	15	0.000200401	239.8595123	2091.803467	3175.700195	2512.288818	5371.990723	13415.26074	12795.8877	12536.19336	10880.91309	9712.995117	13187.90039	22078.82227	31258.67188	19169.41602	10333.75684	5652.436035	8498.651367	32922.53906	35224.97266	25104.54492	4527.858398	5779.96875	327.1101685	28411.03125	25214.49805	19951.75	6263.711426	5080.542969	3325.537354	11022.4209	24893.79883	23794.89063	8452.871094	5917.403809	7101.609863	22249.08789	21706.04492	17635.12305	168.1695709	4572.60791	8375.69043	7747.848145	9152.675781	9955.993164	7629.017578	9107.986328	6133.66748	7086.885254	229.5314178	7831.818359	10450.24219	17985.81836	17398.11133	229.3587646	220.8664246	9796.009766
O95453	O95453	PARN_HUMAN	PARN	14	0.000198255	239.8595123	438.5571289	338.4084473	297.6243591	132.5910492	266.2980652	4310.019531	5221.513672	3980.06665	3449.809326	4772.901855	6383.92334	8816.415039	5652.335449	6270.760254	221.932663	8854.291016	9262.821289	11483.65137	14279.23633	3439.957764	428.5979614	327.1101685	5472.160156	7433.369629	6191.804688	73.56000519	470.7331543	2261.648193	9376.916992	10549.24805	10530.53613	295.8492126	3500.713623	10073.60449	9598.5	9835.643555	18167.25781	168.1695709	350.9399109	2636.611816	4735.138672	5468.779297	6667.702148	15097.03125	13493.24707	38705.68359	12558.16699	15693.6084	16053.32227	13914.45313	14580.01953	15909.26367	4159.850098	6195.127441	7040.993164
O95456	O95456	PSMG1_HUMAN	PSMG1	5	0.000235627	239.8595123	438.5571289	338.4084473	297.6243591	2911.745605	2569.089111	2374.838379	4704.258789	2544.375977	200.033783	2434.293457	3972.315674	4958.350586	2400.266113	2715.113525	2033.863525	414.9482422	5398.495117	3911.841797	4169.203125	287.7946777	428.5979614	327.1101685	3827.634277	4455.380859	348.4769897	73.56000519	470.7331543	347.9763794	2386.689209	2190.711914	2878.841309	295.8492126	389.4047852	400.1837463	444.7967834	486.6138611	707.8825073	168.1695709	350.9399109	384.8471985	262.2817993	380.0012207	479.5760193	230.8133087	3711.241211	240.8029175	3990.4646	229.5314178	2732.187012	1949.123779	2194.705078	353.5231018	229.3587646	220.8664246	325.0339966
O95466	O95466	FMNL1_HUMAN	FMNL1	5	0.000235627	239.8595123	4341.775879	2627.395508	572.9075317	2608.956055	6355.901367	7075.655273	9431.683594	962.2374878	200.033783	2211.160645	254.6159058	277.1142273	304.2036743	4046.153809	2418.893311	414.9482422	5664.723633	9650.811523	5211.990723	2246.97876	428.5979614	327.1101685	4629.941895	236.7562408	2272.651367	73.56000519	470.7331543	347.9763794	434.5157166	373.2294922	339.4611206	295.8492126	389.4047852	400.1837463	444.7967834	486.6138611	707.8825073	168.1695709	350.9399109	384.8471985	262.2817993	380.0012207	479.5760193	2821.294678	562.2915649	3833.037109	377.5259094	8013.859863	229.5675659	380.9328003	601.3488159	353.5231018	229.3587646	220.8664246	325.0339966
O95470	O95470	SGPL1_HUMAN	SGPL1	21	0.000198255	239.8595123	438.5571289	338.4084473	297.6243591	132.5910492	266.2980652	299.2000427	204.8419952	2842.23584	6012.827637	7408.157227	6711.955078	10821.39258	3233.331543	5139.402344	8668.783203	4272.457031	10792.28223	10272.46582	7970.556641	287.7946777	428.5979614	327.1101685	2625.059814	1940.213379	2268.635742	2637.813477	4607.647949	7342.319336	9040.477539	21932.08984	14451.94629	12338.33691	16463.44727	11352.73535	16629.44141	29815.53906	16326.47363	1224.900269	8066.736328	8624.916016	7702.147949	9652.001953	9259.719727	257866.7969	689324.75	94120.41406	177853.2031	84917.42969	174352.75	7008.310547	7441.066895	5511.837891	11706.95508	3264.762207	11765.37012
O95475	O95475	SIX6_HUMAN	SIX6	3	0.000261643	239.8595123	438.5571289	338.4084473	297.6243591	132.5910492	266.2980652	299.2000427	204.8419952	290.2232666	200.033783	356.8092957	254.6159058	277.1142273	304.2036743	232.1157532	221.932663	414.9482422	421.1134338	290.9544678	369.9564819	287.7946777	6642.21875	327.1101685	30875.74414	31934.73438	24997.13281	73.56000519	470.7331543	347.9763794	434.5157166	373.2294922	339.4611206	295.8492126	389.4047852	400.1837463	444.7967834	486.6138611	707.8825073	168.1695709	350.9399109	384.8471985	262.2817993	380.0012207	479.5760193	230.8133087	562.2915649	240.8029175	377.5259094	229.5314178	229.5675659	380.9328003	601.3488159	353.5231018	229.3587646	220.8664246	325.0339966
O95478	O95478	NSA2_HUMAN	NSA2	6	0.000205002	239.8595123	4952.177246	4550.935547	2301.926758	3403.406494	7777.505859	7681.760254	8348.999023	33509.00391	30942.30664	44907.92188	65166.68359	58757.49219	58195.34375	28741.07031	14414.81152	55729.03125	38928.71094	55965.61328	84757.65625	6328.575684	8928.65332	5209.101563	10279.19727	19384.77539	5327.807617	7379.653809	5908.570801	8818.792969	14219.88086	29327.92773	18645.16992	4186.305176	5784.455566	31077.73438	15806.14551	23013.04688	50582.37891	7967.32373	8398.647461	10350.81641	11918.10352	11091.62695	16406.18945	10542.53613	562.2915649	21761.38477	377.5259094	11689.39453	229.5675659	27061.34961	44832.80078	32833.48047	9475.398438	15731.02832	14672.43359
O95479	O95479	G6PE_HUMAN	H6PD	5	0.000198255	7986.86377	438.5571289	5476.274414	5103.586426	132.5910492	266.2980652	299.2000427	204.8419952	5923.871582	8273.00293	5975.026367	254.6159058	277.1142273	304.2036743	7158.180176	221.932663	414.9482422	421.1134338	290.9544678	369.9564819	6075.332031	428.5979614	327.1101685	388.1054688	236.7562408	348.4769897	7866.261719	470.7331543	347.9763794	434.5157166	373.2294922	339.4611206	295.8492126	2270.445313	6866.867676	444.7967834	486.6138611	707.8825073	3034.993408	350.9399109	384.8471985	262.2817993	380.0012207	479.5760193	9272.974609	6552.914551	7276.509766	4307.504395	4452.344727	5396.978027	380.9328003	601.3488159	3008.368652	8359.552734	3303.858887	10877.53613
O95486	O95486	SC24A_HUMAN	SEC24A	21	0.000198255	239.8595123	438.5571289	338.4084473	297.6243591	132.5910492	266.2980652	299.2000427	6723.411621	4850.088867	7559.708984	5868.854492	7824.03418	11686.08008	8667.788086	2840.397217	221.932663	414.9482422	8459.751953	8902.767578	6269.33252	287.7946777	428.5979614	327.1101685	8912.71875	8022.975586	348.4769897	4498.115234	4251.071289	8053.943848	14670.53809	21757.49414	20289.90234	11441.81348	11179.69629	11704.53125	26833.97266	26699.14844	20680.45898	168.1695709	8123.452637	9373.378906	10004.08887	11788.59668	14072.03906	72701.86719	165574.5938	30740.96875	80911.89063	24605.33594	62162.92188	7242.401367	9353.272461	8393.923828	6864.007813	5698.674316	7973.630859
O95487	O95487	SC24B_HUMAN	SEC24B	25	0.000198255	239.8595123	438.5571289	338.4084473	297.6243591	132.5910492	1283.54187	2351.720459	204.8419952	290.2232666	200.033783	356.8092957	4932.107422	6045.576172	4155.57373	4369.861328	4526.546387	2551.15918	5977.841309	8236.549805	6330.78125	287.7946777	428.5979614	327.1101685	6375.485352	5398.776855	2185.659668	2557.578125	470.7331543	3588.919434	5307.634277	6133.686523	6749.354004	4574.32373	6853.027344	6575.424316	15029.3877	16808.35547	13807.12598	168.1695709	3195.387207	2849.683594	5885.173828	6347.614258	6759.504883	36433.83984	152043.9063	43890.68359	133850.875	27040.62305	101732.1172	6657.966309	8576.388672	5976.549805	4467.105469	3491.739014	6623.240234
O95528	O95528	GTR10_HUMAN	SLC2A10	5	0.000198255	17100.48633	438.5571289	100148.4375	190915.7031	132.5910492	266.2980652	299.2000427	204.8419952	16209.39941	200.033783	26387.67188	8491.123047	3955.802246	304.2036743	107486.7109	40490.62891	414.9482422	421.1134338	290.9544678	161796.875	21230.01172	428.5979614	327.1101685	9133.558594	236.7562408	348.4769897	73.56000519	470.7331543	347.9763794	434.5157166	373.2294922	339.4611206	33002.74609	13830.58105	400.1837463	444.7967834	486.6138611	707.8825073	168.1695709	350.9399109	10510.7168	33837.74609	380.0012207	479.5760193	457195.5	81818.97656	563821.1875	50937.69922	253185.6094	26949.3418	173622.9531	311791.1563	289500.4688	229.3587646	220.8664246	335351.125
O95551	O95551	TYDP2_HUMAN	TDP2	6	0.000215517	239.8595123	438.5571289	338.4084473	297.6243591	132.5910492	7499.213867	6863.702637	7485.097656	290.2232666	200.033783	356.8092957	7832.908203	14069.50195	8242.071289	5822.992188	221.932663	414.9482422	52408.26953	34100.35547	45520.55469	287.7946777	428.5979614	327.1101685	12118.03906	15403.95703	7908.45752	73.56000519	470.7331543	347.9763794	13833.27832	7398.327637	13268.22559	295.8492126	389.4047852	400.1837463	7444.265137	486.6138611	707.8825073	168.1695709	350.9399109	384.8471985	5266.972168	6439.246094	5161.743164	5613.314941	7628.753906	5671.829102	6725.633789	229.5314178	6235.80127	9343.239258	13656.13965	10228.13477	229.3587646	220.8664246	325.0339966
O95563	O95563	MPC2_HUMAN	MPC2	4	0.000198255	239.8595123	438.5571289	338.4084473	297.6243591	132.5910492	266.2980652	299.2000427	204.8419952	290.2232666	200.033783	356.8092957	254.6159058	277.1142273	304.2036743	232.1157532	221.932663	414.9482422	421.1134338	290.9544678	369.9564819	287.7946777	428.5979614	327.1101685	388.1054688	236.7562408	348.4769897	73.56000519	470.7331543	347.9763794	434.5157166	373.2294922	339.4611206	295.8492126	389.4047852	400.1837463	444.7967834	486.6138611	707.8825073	168.1695709	350.9399109	384.8471985	262.2817993	380.0012207	479.5760193	38482.44531	92800.85938	5491.80127	12484.24023	8457.594727	16210.0332	380.9328003	601.3488159	353.5231018	8457.594727	220.8664246	325.0339966
O95571	O95571	ETHE1_HUMAN	ETHE1	2	0.000215517	239.8595123	438.5571289	338.4084473	297.6243591	132.5910492	266.2980652	3174.060303	204.8419952	1999.414429	3945.687256	4313.487305	254.6159058	5032.154297	304.2036743	232.1157532	3108.429199	414.9482422	421.1134338	290.9544678	369.9564819	2871.453369	3294.54541	1826.800293	388.1054688	236.7562408	3691.060791	5419.212891	3021.392578	2221.801514	12712.60742	19930.20703	14516.91797	10489.80762	8583.742188	5797.211426	17351.99219	14903.83594	13314.74902	6095.812012	8233.741211	8451.371094	16396.47656	17856.92383	17847.91406	7934.679199	22945.14453	8183.046875	5851.854004	5423.404297	6006.199219	5747.413574	4743.14209	5304.498535	229.3587646	3346.893066	5132.389648
O95573	O95573	ACSL3_HUMAN	ACSL3	22	0.000198255	239.8595123	438.5571289	338.4084473	297.6243591	132.5910492	6285.013672	8358.100586	7516.609375	8213.077148	9357.053711	11989.11426	10687.53809	11275.87109	8137.040039	11670.1709	11336.2041	5529.938965	21741.44141	27958.20703	15896.88672	5573.445313	428.5979614	327.1101685	13624.09863	11366.12891	8175.347656	12426.72949	10517.82227	7298.296387	19619.23242	48130.25781	27786.26758	31589.05664	24200.88867	39088.95703	45690.79688	38502.17188	42893.27734	6408.413574	13977.7959	21828.60938	17739.31836	27881.30273	27376.0957	269416.125	560581.9375	87451.14063	201827.5938	64826.94141	157427.7656	17234.20117	21583.26172	16724.25	24217.08398	9553.087891	22148.95313
O95602	O95602	RPA1_HUMAN	POLR1A	25	0.000198255	239.8595123	438.5571289	338.4084473	297.6243591	132.5910492	7659.554199	6498.36084	6916.045898	7442.129395	8257.068359	10237.1377	13489.62012	11723.27441	10988.39453	10311.27734	7179.240234	11721.87988	11036.81641	10043.91602	15741.30469	4248.472656	428.5979614	327.1101685	388.1054688	7769.703125	6948.452148	4743.470703	470.7331543	347.9763794	434.5157166	8482.535156	7350.902344	295.8492126	5824.955566	9274.574219	8417.988281	10822.70898	15903.11328	168.1695709	6956.131836	7408.496094	10843.25879	8901.568359	9074.933594	13602.52441	13731.44629	57092.27734	47396.26953	19016.76172	47324.92969	16022.59473	28875.82813	16115.09961	7678.616211	7600.612305	9729.761719
O95613	O95613	PCNT_HUMAN	PCNT	82	0.000198255	2478.339111	7661.181152	5925.446289	4885.203613	8334.363281	16973.7168	12999.7666	14310.7666	7382.035645	8085.557129	5311.161133	8652.322266	9461.192383	8452.904297	9033.880859	9366.311523	9038.286133	10930.80078	11708.79492	9911.261719	4344.912598	8432.791992	327.1101685	25930.66016	28020.61328	21359.03516	8028.503906	8632.890625	6487.479004	13999.16699	17134.16406	13025.4502	6371.46582	389.4047852	8124.147949	8334.796875	9580.146484	10348.18066	168.1695709	5917.551758	7351.894531	262.2817993	7521.270996	8451.339844	13725.02148	69054.5625	24232.10547	133827.625	17274.04102	100110.0781	26393.41602	22135.74609	23412.25391	13834.70801	15562.41797	14669.45605
O95619	O95619	YETS4_HUMAN	YEATS4	7	0.000205002	239.8595123	438.5571289	338.4084473	297.6243591	132.5910492	6108.100098	5807.998535	4835.513184	290.2232666	3252.192627	3479.206787	5402.205566	8081.104004	5397.692383	3396.837402	221.932663	414.9482422	15835.1416	15351.37598	10602.34668	3188.457275	428.5979614	327.1101685	12620.17578	11050.09961	9177.580078	2749.670898	470.7331543	2421.258057	15998.46777	9841.848633	18981.28711	295.8492126	3034.462402	400.1837463	11187.62793	7572.083496	5935.532227	168.1695709	350.9399109	384.8471985	262.2817993	380.0012207	2747.232178	4002.756348	3644.935303	7538.239746	5466.208008	3885.871094	229.5675659	6158.210938	6047.68457	6941.576172	229.3587646	220.8664246	325.0339966
O95622;O43306	O95622;O43306	ADCY5_HUMAN;ADCY6_HUMAN	ADCY5;ADCY6	2	0.000198255	239.8595123	438.5571289	338.4084473	297.6243591	132.5910492	266.2980652	299.2000427	204.8419952	290.2232666	200.033783	356.8092957	254.6159058	277.1142273	304.2036743	232.1157532	221.932663	414.9482422	421.1134338	290.9544678	369.9564819	287.7946777	428.5979614	327.1101685	388.1054688	236.7562408	348.4769897	73.56000519	470.7331543	347.9763794	434.5157166	373.2294922	339.4611206	295.8492126	389.4047852	400.1837463	444.7967834	486.6138611	707.8825073	168.1695709	350.9399109	384.8471985	262.2817993	380.0012207	479.5760193	11755.47656	14536.62793	22919.86719	37248.07031	18878.20898	43413.08203	380.9328003	601.3488159	353.5231018	229.3587646	220.8664246	325.0339966
O95625	O95625	ZBT11_HUMAN	ZBTB11	6	0.000215517	239.8595123	438.5571289	338.4084473	297.6243591	132.5910492	4000.390869	3389.386719	2075.421387	3329.237061	200.033783	356.8092957	4084.369873	7983.405762	5782.330566	232.1157532	221.932663	414.9482422	8155.411133	7891.734863	8608.816406	287.7946777	428.5979614	327.1101685	3412.918213	5772.384766	4138.901367	73.56000519	470.7331543	347.9763794	3587.695801	4091.27417	6936.069824	295.8492126	389.4047852	400.1837463	444.7967834	4186.470215	3969.962891	168.1695709	350.9399109	384.8471985	3161.609375	380.0012207	479.5760193	230.8133087	562.2915649	240.8029175	377.5259094	229.5314178	229.5675659	18004.52539	19717.50586	17369.99609	229.3587646	4233.811523	325.0339966
O95628	O95628	CNOT4_HUMAN	CNOT4	4	0.000198255	239.8595123	438.5571289	338.4084473	297.6243591	17134.87891	266.2980652	299.2000427	48644.55078	290.2232666	200.033783	356.8092957	17943.4707	23910.63086	17871.95313	10532.44824	221.932663	414.9482422	17212.27539	22278.12305	23509.75391	287.7946777	428.5979614	327.1101685	53805.75	123194.8438	13575.51563	73.56000519	470.7331543	347.9763794	434.5157166	28560.67188	35589.9375	295.8492126	14639.08691	400.1837463	19637.31641	17114.83203	16078.74707	168.1695709	350.9399109	384.8471985	37968.70703	380.0012207	479.5760193	29097.29492	30706.0332	25138.14844	71026.9375	24430.38281	56136.00391	380.9328003	21481.45703	47319.85938	229.3587646	220.8664246	325.0339966
O95630	O95630	STABP_HUMAN	STAMBP	6	0.000198255	239.8595123	438.5571289	338.4084473	297.6243591	908.3162231	1901.821045	2623.126709	1609.57312	1487.859741	200.033783	2828.376953	6595.057129	6263.547852	4193.568359	2179.528564	1152.868896	1945.703857	12849.11719	13476.31836	4966.992676	935.4973755	428.5979614	327.1101685	5965.223633	5594.667969	4029.396973	73.56000519	773.3026733	347.9763794	4318.339355	3968.392578	4535.791504	2454.822021	1981.138306	2644.793457	10767.10449	8645.804688	4548.10498	168.1695709	350.9399109	2098.984863	4539.126953	4455.193359	6147.724121	939.0056763	1011.859619	1132.237793	1642.723633	944.1413574	1754.751709	380.9328003	923.9403687	1028.958374	229.3587646	220.8664246	325.0339966
O95639	O95639	CPSF4_HUMAN	CPSF4	2	0.000205002	239.8595123	438.5571289	338.4084473	297.6243591	132.5910492	3543.500732	5795.162109	4764.564941	290.2232666	200.033783	356.8092957	5695.253418	5137.799316	4183.589355	3425.139404	221.932663	3674.684082	9709.301758	290.9544678	6639.00293	287.7946777	428.5979614	327.1101685	9913.928711	12975.32422	7293.796875	73.56000519	4023.659912	347.9763794	434.5157166	3435.228027	3727.006348	5158.801758	3547.264404	4748.722168	8402.59082	8356.819336	707.8825073	168.1695709	350.9399109	4523.908203	262.2817993	4228.170898	7482.134277	8293.008789	562.2915649	14677.83398	13574.78125	6191.815918	12000.68164	380.9328003	4727.855469	353.5231018	229.3587646	220.8664246	325.0339966
O95644	O95644	NFAC1_HUMAN	NFATC1	2	0.000226706	239.8595123	438.5571289	338.4084473	297.6243591	132.5910492	4418.310547	5992.289063	7909.949219	290.2232666	200.033783	356.8092957	254.6159058	2107.717285	2000.269653	232.1157532	221.932663	414.9482422	1789.848145	290.9544678	369.9564819	287.7946777	428.5979614	327.1101685	4298.849609	3235.158936	1814.116455	73.56000519	470.7331543	347.9763794	434.5157166	373.2294922	339.4611206	295.8492126	389.4047852	400.1837463	17632.38086	6783.953125	8322.919922	168.1695709	350.9399109	384.8471985	262.2817993	380.0012207	479.5760193	230.8133087	562.2915649	240.8029175	377.5259094	229.5314178	229.5675659	380.9328003	601.3488159	353.5231018	229.3587646	220.8664246	325.0339966
O95671	O95671	ASML_HUMAN	ASMTL	3	0.000228363	239.8595123	718.2672119	338.4084473	297.6243591	660.2208862	266.2980652	1312.921875	799.7908325	313.0244141	200.033783	356.8092957	254.6159058	903.0526123	622.9853516	631.8241577	600.5791016	414.9482422	421.1134338	290.9544678	789.8070068	287.7946777	428.5979614	327.1101685	666.3734741	779.7817383	348.4769897	73.56000519	470.7331543	347.9763794	434.5157166	373.2294922	339.4611206	295.8492126	389.4047852	400.1837463	444.7967834	486.6138611	707.8825073	168.1695709	350.9399109	671.239624	262.2817993	380.0012207	479.5760193	230.8133087	1870.123413	1980.108154	377.5259094	229.5314178	229.5675659	3512.956787	7091.737793	2481.082764	1523.587769	1514.683716	2891.935303
O95674	O95674	CDS2_HUMAN	CDS2	5	0.000198255	239.8595123	438.5571289	338.4084473	297.6243591	132.5910492	266.2980652	299.2000427	204.8419952	290.2232666	200.033783	356.8092957	254.6159058	277.1142273	304.2036743	232.1157532	221.932663	414.9482422	421.1134338	290.9544678	369.9564819	287.7946777	428.5979614	327.1101685	388.1054688	236.7562408	348.4769897	73.56000519	470.7331543	347.9763794	434.5157166	373.2294922	339.4611206	295.8492126	389.4047852	400.1837463	444.7967834	486.6138611	707.8825073	168.1695709	350.9399109	384.8471985	262.2817993	380.0012207	479.5760193	94664.45313	251008.0625	55349.48047	177348.2188	36811.12891	124236.5391	9459.401367	601.3488159	353.5231018	229.3587646	220.8664246	325.0339966
O95678	O95678	K2C75_HUMAN	KRT75	15	0.000215517	239.8595123	438.5571289	338.4084473	297.6243591	132.5910492	266.2980652	299.2000427	204.8419952	290.2232666	200.033783	12063.30957	254.6159058	277.1142273	304.2036743	232.1157532	221.932663	414.9482422	9703.401367	290.9544678	10687.08496	287.7946777	428.5979614	327.1101685	388.1054688	236.7562408	348.4769897	10687.91113	58982.22266	43832.62109	116145.3359	9060.362305	56617.59766	38439.89063	27796.68555	41495.88672	9671.069336	30243.375	13034.80957	79434.71094	350.9399109	95126.04688	262.2817993	380.0012207	10299.69043	230.8133087	562.2915649	240.8029175	377.5259094	229.5314178	229.5675659	10687.73926	601.3488159	353.5231018	229.3587646	220.8664246	325.0339966
O95684	O95684	CEP43_HUMAN	CEP43	6	0.000198255	239.8595123	438.5571289	338.4084473	297.6243591	132.5910492	266.2980652	2264.029541	2436.386475	290.2232666	200.033783	356.8092957	254.6159058	277.1142273	304.2036743	2522.527832	221.932663	414.9482422	421.1134338	290.9544678	1850.393433	287.7946777	428.5979614	327.1101685	4217.86084	3648.708984	2326.874512	73.56000519	470.7331543	347.9763794	3326.192139	2901.314453	2879.270264	295.8492126	389.4047852	400.1837463	444.7967834	3515.553711	3654.343262	168.1695709	350.9399109	384.8471985	262.2817993	380.0012207	2795.9375	230.8133087	2228.918701	2230.873779	2577.814209	229.5314178	2635.581543	6114.257813	5531.70166	3557.8479	229.3587646	220.8664246	325.0339966
