Protein.Group	Protein.Ids	Protein.Names	Genes	Peptides	Min*(PG.Q.Value)	PrimaryCD4_plus_T_D001_IgG_IP_1	PrimaryCD4_plus_T_D017_IgG_IP_2	PrimaryCD4_plus_T_D029_IgG_IP_3	PrimaryCD4_plus_T_D035_IgG_IP_4	PrimaryCD4_plus_T_D001_GR_IP_1	PrimaryCD4_plus_T_D017_GR_IP_2	PrimaryCD4_plus_T_D029_GR_IP_3	PrimaryCD4_plus_T_D035_GR_IP_4	MCF7_230323_IgG_IP_1	MCF7_040423_IgG_IP_2	MCF7_270323_IgG_IP_3	MCF7_230323_GR_IP_1	MCF7_040423_GR_IP_2	MCF7_270323_GR_IP_3	231_230323_IgG_IP_1	231_040423_IgG_IP_2	231_270323_IgG_IP_3	231_040423_GR_IP_2	231_230323_GR_IP_1	231_270323_GR_IP_3	Jurkat_230323_IgG_IP_1	Jurkat_040423_IgG_IP_2	Jurkat_120423_IgG_IP_3	Jurkat_230323_GR_IP_1	Jurkat_040423_GR_IP_2	Jurkat_120423_GR_IP_3	KMBC2_230323_IgG_IP_1	KMBC2_120423_IgG_IP_2	KMBC2_270323_IgG_IP_3	KMBC2_120423_GR_IP_2	KMBC2_230323_GR_IP_1	KMBC2_270323_GR_IP_3	PrimaryBreastEpis_3137_IgG_IP_1	PrimaryBreastEpis_2528_IgG_IP_2	PrimaryBreastEpis_3353_IgG_IP_3	PrimaryBreastEpis _3137_GR_IP_1	PrimaryBreastEpis_2528_GR_IP_2	PrimaryBreastEpis_3353_GR_IP_3	PrimaryNHU_Y3018_IgG_IP_1	PrimaryNHU_Y2680_IgG_IP_2	PrimaryNHU_Y2332_IgG_IP_3	PrimaryNHU_Y3018_GR_IP_1	PrimaryNHU_Y2680_GR_IP_2	PrimaryNHU_Y2332_GR_IP_3	BB7_IgG_IP	BB7_GR_IP	BB3RC31_IgG_IP	BB3RC31_GR_IP	HBC34_IgG_IP	HBC34_GR_IP	MCF10A_GR_1	MCF10A_GR_2	MCF10A_GR_3	MCF10A_IgG_1	MCF10A_IgG_2	MCF10A_IgG_3
O95260	O95260	ATE1_HUMAN	ATE1	2	0.000198255	239.8595123	438.5571289	338.4084473	297.6243591	132.5910492	266.2980652	299.2000427	204.8419952	290.2232666	200.033783	356.8092957	2585.625	6627.541992	304.2036743	3584.928223	221.932663	2419.37207	10437.35352	10420.8252	14856.00293	287.7946777	428.5979614	327.1101685	5798.167969	5952.085449	4581.182617	73.56000519	470.7331543	347.9763794	7572.087891	7529.577148	7760.162598	295.8492126	389.4047852	400.1837463	7538.251465	9997	6904.131836	168.1695709	350.9399109	3141.068604	262.2817993	4685.638672	7977.962891	5242.32666	7681.787109	6233.497559	11579.87598	4920.746582	9423.261719	5528.686523	5492.524414	7816.99707	229.3587646	220.8664246	325.0339966
O95271	O95271	TNKS1_HUMAN	TNKS	2	0.00036036	239.8595123	438.5571289	338.4084473	297.6243591	132.5910492	5085.808105	299.2000427	204.8419952	290.2232666	200.033783	356.8092957	254.6159058	277.1142273	304.2036743	232.1157532	221.932663	414.9482422	421.1134338	290.9544678	369.9564819	287.7946777	428.5979614	327.1101685	8312.910156	236.7562408	348.4769897	73.56000519	470.7331543	347.9763794	434.5157166	373.2294922	339.4611206	295.8492126	389.4047852	400.1837463	20008.41406	16977.28711	707.8825073	168.1695709	350.9399109	384.8471985	262.2817993	380.0012207	479.5760193	230.8133087	562.2915649	240.8029175	8499.651367	4580.628906	9847.509766	380.9328003	601.3488159	353.5231018	229.3587646	220.8664246	325.0339966
O95271;Q9H2K2	O95271;Q9H2K2	TNKS1_HUMAN;TNKS2_HUMAN	TNKS;TNKS2	2	0.000200401	239.8595123	438.5571289	338.4084473	297.6243591	132.5910492	266.2980652	299.2000427	204.8419952	290.2232666	200.033783	356.8092957	254.6159058	277.1142273	304.2036743	232.1157532	221.932663	414.9482422	421.1134338	290.9544678	369.9564819	287.7946777	428.5979614	327.1101685	388.1054688	1580.147095	1359.635254	73.56000519	470.7331543	347.9763794	434.5157166	1923.326294	3377.762939	295.8492126	389.4047852	400.1837463	6529.526855	6860.244629	3090.747314	168.1695709	350.9399109	384.8471985	262.2817993	380.0012207	479.5760193	230.8133087	1361.670288	240.8029175	1430.915405	229.5314178	8485.594727	380.9328003	601.3488159	353.5231018	229.3587646	220.8664246	325.0339966
O95292	O95292	VAPB_HUMAN	VAPB	10	0.000198255	239.8595123	438.5571289	338.4084473	297.6243591	132.5910492	266.2980652	4891.40918	204.8419952	7760.156738	12246.17676	12972.93066	12890.7207	19026.81445	12166.99219	6586.546387	5588.820801	6107.081055	16915.40039	10612.7207	9358.579102	3709.845703	3042.070801	327.1101685	6129.912109	5339.949707	4133.399414	5428.380859	5501.769531	3787.12793	7227.834961	14289.48926	11532.58301	15978.79688	15589.34863	12307.5459	23146.66016	33810.76563	22331.51953	168.1695709	5477.449219	8715.680664	7327.164063	11815.41699	8315.293945	74432.97656	313243.75	89544.97656	251296	67006.30469	203956.4063	7667.462891	7567.151367	6400.121582	6183.618164	220.8664246	8496.728516
O95294	O95294	RASL1_HUMAN	RASAL1	10	0.000225683	239.8595123	438.5571289	338.4084473	297.6243591	132.5910492	266.2980652	299.2000427	204.8419952	290.2232666	200.033783	356.8092957	254.6159058	6815.313477	304.2036743	232.1157532	221.932663	414.9482422	421.1134338	290.9544678	369.9564819	287.7946777	428.5979614	327.1101685	388.1054688	236.7562408	348.4769897	73.56000519	470.7331543	347.9763794	434.5157166	373.2294922	339.4611206	11654.46875	6292.23584	10574.55078	42829.80078	18114.05469	19125.62695	168.1695709	350.9399109	384.8471985	262.2817993	380.0012207	479.5760193	8327.841797	38059.91016	240.8029175	377.5259094	229.5314178	229.5675659	380.9328003	601.3488159	353.5231018	229.3587646	220.8664246	325.0339966
O95295	O95295	SNAPN_HUMAN	SNAPIN	2	0.000198255	239.8595123	438.5571289	338.4084473	297.6243591	132.5910492	266.2980652	299.2000427	204.8419952	290.2232666	200.033783	356.8092957	254.6159058	277.1142273	304.2036743	232.1157532	221.932663	414.9482422	421.1134338	4980.865234	369.9564819	287.7946777	428.5979614	327.1101685	388.1054688	236.7562408	348.4769897	73.56000519	470.7331543	347.9763794	2634.447266	6615.229004	2983.378418	295.8492126	389.4047852	400.1837463	4837.433594	4808.666016	3320.118164	168.1695709	350.9399109	384.8471985	262.2817993	380.0012207	3196.838623	6116.905762	41711.00781	8380.972656	58719.71875	6421.070313	40161.51172	380.9328003	601.3488159	3881.295898	229.3587646	220.8664246	325.0339966
O95297	O95297	MPZL1_HUMAN	MPZL1	2	0.000234082	239.8595123	438.5571289	338.4084473	297.6243591	132.5910492	266.2980652	299.2000427	204.8419952	290.2232666	200.033783	356.8092957	254.6159058	277.1142273	304.2036743	232.1157532	221.932663	414.9482422	421.1134338	290.9544678	1559.882324	287.7946777	428.5979614	327.1101685	388.1054688	236.7562408	348.4769897	73.56000519	470.7331543	347.9763794	434.5157166	3010.699951	3021.926514	2300.135498	1748.254639	3079.391113	12363.29395	8073.606934	14011.87695	168.1695709	350.9399109	384.8471985	889.2600098	1647.638184	479.5760193	230.8133087	905.7836304	240.8029175	377.5259094	229.5314178	906.8204346	906.1265259	903.0412598	903.0412598	919.3347168	920.1257935	325.0339966
O95298	O95298	NDUC2_HUMAN	NDUFC2	2	0.000225683	239.8595123	438.5571289	338.4084473	297.6243591	132.5910492	266.2980652	299.2000427	204.8419952	290.2232666	1391.707886	2209.588135	254.6159058	277.1142273	304.2036743	232.1157532	221.932663	414.9482422	421.1134338	2846.494141	369.9564819	287.7946777	428.5979614	327.1101685	388.1054688	236.7562408	348.4769897	73.56000519	470.7331543	347.9763794	434.5157166	373.2294922	2556.259277	295.8492126	2956.751221	400.1837463	4355.665039	5610.175293	3041.311279	168.1695709	350.9399109	384.8471985	262.2817993	380.0012207	479.5760193	12566.22852	10742.92578	9777.333008	10255.57813	12360.18164	12686.12109	2265.981689	1734.978516	2109.328369	229.3587646	220.8664246	3554.354492
O95298;E9PQ53	O95298;E9PQ53	NDUC2_HUMAN;NDUCR_HUMAN	NDUFC2;NDUFC2-KCTD14	3	0.000198255	239.8595123	438.5571289	338.4084473	297.6243591	132.5910492	266.2980652	299.2000427	204.8419952	290.2232666	200.033783	356.8092957	254.6159058	277.1142273	304.2036743	232.1157532	221.932663	414.9482422	421.1134338	290.9544678	369.9564819	287.7946777	428.5979614	327.1101685	388.1054688	236.7562408	348.4769897	73.56000519	470.7331543	347.9763794	434.5157166	373.2294922	339.4611206	295.8492126	389.4047852	400.1837463	444.7967834	486.6138611	707.8825073	168.1695709	350.9399109	384.8471985	262.2817993	380.0012207	479.5760193	13597.43945	46770.77344	13128.83887	34101.19922	17775.31836	54155.69922	380.9328003	601.3488159	353.5231018	229.3587646	220.8664246	325.0339966
O95299	O95299	NDUAA_HUMAN	NDUFA10	13	0.000198255	239.8595123	438.5571289	338.4084473	297.6243591	132.5910492	266.2980652	5281.145508	204.8419952	290.2232666	3703.268799	5361.90625	254.6159058	5773.056641	5345.156738	4681.572266	221.932663	414.9482422	6013.29834	6793.792969	5063.236816	287.7946777	428.5979614	327.1101685	388.1054688	236.7562408	348.4769897	5439.707031	470.7331543	4300.15332	5709.980957	9715.780273	8324.383789	7651.873047	7947.703125	6887.785645	11074.5498	11748.10645	9025.348633	168.1695709	5286.64502	6298.992188	5545.35791	9414.506836	7962.591309	39762.55859	67630.83594	42470.84766	46250.25391	29750.11523	73030.375	10908.21582	8924.404297	13124.69727	7991.902832	5734.817383	16828.82031
O95302	O95302	FKBP9_HUMAN	FKBP9	3	0.000198255	239.8595123	438.5571289	338.4084473	297.6243591	132.5910492	266.2980652	299.2000427	204.8419952	290.2232666	200.033783	356.8092957	254.6159058	277.1142273	304.2036743	232.1157532	221.932663	414.9482422	421.1134338	290.9544678	369.9564819	287.7946777	428.5979614	327.1101685	388.1054688	236.7562408	348.4769897	73.56000519	470.7331543	347.9763794	434.5157166	9922.287109	339.4611206	295.8492126	389.4047852	400.1837463	444.7967834	486.6138611	707.8825073	168.1695709	350.9399109	6400.929688	10720.51172	380.0012207	8047.045898	12786.68652	19226.30273	14685.41504	22716.32422	14458.7832	25109.52539	380.9328003	601.3488159	353.5231018	229.3587646	220.8664246	14169.25293
O95319	O95319	CELF2_HUMAN	CELF2	3	0.000261643	239.8595123	2885.791016	338.4084473	4814.824707	4055.398926	6786.726074	6240.746094	12237.22949	290.2232666	200.033783	356.8092957	254.6159058	277.1142273	304.2036743	232.1157532	221.932663	414.9482422	421.1134338	290.9544678	369.9564819	5092.759766	428.5979614	1784.363403	13237.86914	13564.17383	8554.460938	73.56000519	470.7331543	347.9763794	434.5157166	373.2294922	339.4611206	295.8492126	389.4047852	400.1837463	444.7967834	1983.730957	707.8825073	168.1695709	350.9399109	384.8471985	262.2817993	380.0012207	479.5760193	230.8133087	562.2915649	240.8029175	377.5259094	7981.048828	229.5675659	380.9328003	601.3488159	353.5231018	229.3587646	220.8664246	325.0339966
O95336	O95336	6PGL_HUMAN	PGLS	4	0.000205002	239.8595123	438.5571289	338.4084473	297.6243591	132.5910492	3375.661377	2676.190918	2405.012451	5571.105469	4496.610352	7143.478516	6956.376953	9036.28125	6890.32959	4801.689941	2483.22998	414.9482422	11004.30371	7996.837891	4695.855469	287.7946777	428.5979614	327.1101685	5126.17334	5133.31543	4050.752686	4859.353516	1600.3302	347.9763794	16263.74316	24050.82422	21380.04102	3533.714111	4739.337891	4296.100586	18534.36719	19449.67773	14089.83398	3475.931152	6687.441406	7915.007813	12077.49316	15216.17188	23874.60547	5390.150879	8622.907227	8823.772461	7312.50293	3041.985107	6746.266113	7565.196289	9415.260742	11713.87598	229.3587646	1829.559692	3729.058105
O95340	O95340	PAPS2_HUMAN	PAPSS2	18	0.000198255	239.8595123	438.5571289	338.4084473	297.6243591	132.5910492	266.2980652	299.2000427	204.8419952	8079.700684	7875.026855	8310.321289	11884.20508	15503.46875	10312.10254	9606.061523	6217.928223	6827.072754	21240.54102	19536.46094	22124.36523	287.7946777	428.5979614	327.1101685	388.1054688	236.7562408	348.4769897	4566.798828	470.7331543	347.9763794	5870.052734	10730.47363	9529.004883	295.8492126	389.4047852	400.1837463	444.7967834	486.6138611	707.8825073	168.1695709	350.9399109	384.8471985	5419.715332	380.0012207	5040.416504	11626.46582	33090.36328	7755.247559	13965.77344	10917.03906	25667.03906	380.9328003	601.3488159	353.5231018	229.3587646	220.8664246	325.0339966
O95347	O95347	SMC2_HUMAN	SMC2	39	0.000198255	2112.901855	2311.280518	3338.343018	3456.083008	7465.981934	8871.020508	11649.72656	12214.48535	12117.74121	8454.987305	15914.23828	17127.86328	19015.29492	11805.7041	16138.37598	8244.87793	10350.40527	36104.25391	36261.44922	30807.61523	6969.797363	6956.979004	4254.441895	26492.32031	25194.87109	19587.46875	6813.381348	3828.980713	5883.595703	17545.86719	17500.88672	23238.7168	295.8492126	389.4047852	400.1837463	2919.950195	486.6138611	6311.484863	168.1695709	350.9399109	5406.437988	3972.716797	380.0012207	5788.572266	10092.85547	11273.06055	20825.66602	29032.76367	12613.5752	21534.03125	6538.103027	13448.94141	11511.61523	229.3587646	4321.311523	6864.891113
O95352	O95352	ATG7_HUMAN	ATG7	14	0.000198255	239.8595123	438.5571289	338.4084473	297.6243591	3032.447754	2791.44873	2982.472168	2751.293945	290.2232666	2879.291748	3940.35376	5883.992676	6069.087891	3508.959473	232.1157532	221.932663	414.9482422	5900.37793	4827.169434	5226.442383	2225.411133	3853.527344	327.1101685	4586.956055	4219.569336	3266.99292	4339.486328	3990.131104	4119.199707	7794.303711	17198.03711	14591.7666	4556.632813	6889.647461	6783.867188	15647.76367	16214.4209	12027.90527	1038.171387	4324.334961	5730.54541	7633.912109	8098.965332	8022.076172	11966.49805	17982.07227	25162.63281	29486.60547	15695.08789	29670.76953	7636.29248	9003.294922	11741.70996	5269.234375	2854.469482	7046.006348
O95359	O95359	TACC2_HUMAN	TACC2	6	0.000198255	239.8595123	438.5571289	338.4084473	297.6243591	132.5910492	266.2980652	299.2000427	204.8419952	290.2232666	200.033783	356.8092957	254.6159058	277.1142273	304.2036743	232.1157532	221.932663	414.9482422	11639.10156	290.9544678	10329.83203	287.7946777	428.5979614	327.1101685	388.1054688	236.7562408	348.4769897	73.56000519	470.7331543	347.9763794	13263.95898	16067.60352	10340.72168	295.8492126	389.4047852	400.1837463	444.7967834	486.6138611	707.8825073	168.1695709	350.9399109	384.8471985	262.2817993	380.0012207	479.5760193	20151.08984	82907.47656	240.8029175	11178.2002	229.5314178	12548.92285	380.9328003	601.3488159	7890.464844	229.3587646	220.8664246	3433.179932
O95361	O95361	TRI16_HUMAN	TRIM16	9	0.000215517	239.8595123	438.5571289	338.4084473	297.6243591	132.5910492	266.2980652	299.2000427	204.8419952	2422.64917	4984.428711	5954.007324	5691.150879	10677.46094	6015.933594	232.1157532	221.932663	414.9482422	3512.266602	3550.749268	3581.135742	287.7946777	428.5979614	327.1101685	388.1054688	236.7562408	348.4769897	7717.341797	3576.470215	4842.875488	14524.27734	51748.69531	21049.69336	8253.570313	10737.63867	5990.676758	23950.34961	31957.34961	19500.3457	168.1695709	3728.49707	4694.301758	5110.01416	5876.395508	4714.13916	230.8133087	562.2915649	240.8029175	3670.941406	229.5314178	3939.148926	3918.779785	13365.6582	9110.560547	3626.870361	3619.897705	3788.463623
O95361;Q309B1	O95361;Q309B1	TR16L_HUMAN;TRI16_HUMAN	TRIM16;TRIM16L	8	0.000215517	239.8595123	438.5571289	338.4084473	297.6243591	132.5910492	266.2980652	299.2000427	204.8419952	290.2232666	3645.994873	356.8092957	4116.844727	3429.020752	304.2036743	232.1157532	221.932663	414.9482422	421.1134338	290.9544678	2403.12793	287.7946777	428.5979614	327.1101685	388.1054688	236.7562408	348.4769897	2597.874268	470.7331543	347.9763794	11348.80469	24218.14063	10455.70605	3703.544678	6346.498535	4220.772461	17668.89063	24898.49805	9296.275391	168.1695709	350.9399109	1407.793579	4053.959473	4648.285645	5196.618652	230.8133087	562.2915649	240.8029175	377.5259094	229.5314178	229.5675659	3743.439941	5729.405273	4108.470703	229.3587646	220.8664246	3645.994873
O95363	O95363	SYFM_HUMAN	FARS2	3	0.000198255	239.8595123	438.5571289	338.4084473	297.6243591	132.5910492	266.2980652	299.2000427	204.8419952	290.2232666	200.033783	356.8092957	254.6159058	277.1142273	304.2036743	232.1157532	221.932663	414.9482422	421.1134338	290.9544678	369.9564819	287.7946777	428.5979614	327.1101685	388.1054688	236.7562408	348.4769897	73.56000519	470.7331543	347.9763794	434.5157166	2037.026978	1211.375488	926.9970093	1227.807495	400.1837463	444.7967834	3037.049072	2731.965088	168.1695709	350.9399109	1010.317017	262.2817993	380.0012207	479.5760193	10969.87695	35779.375	8936.515625	23268.36523	4434.285645	26530.97266	380.9328003	601.3488159	1630.693481	229.3587646	220.8664246	325.0339966
O95365	O95365	ZBT7A_HUMAN	ZBTB7A	5	0.000205002	239.8595123	438.5571289	338.4084473	297.6243591	132.5910492	266.2980652	2027.051025	2586.860596	290.2232666	200.033783	356.8092957	4270.404297	8478.198242	5697.129395	232.1157532	221.932663	414.9482422	17240.22461	6962.359863	12591.71191	287.7946777	428.5979614	327.1101685	1678.581543	236.7562408	348.4769897	73.56000519	470.7331543	347.9763794	6690.611816	5864.630371	6709.301758	295.8492126	389.4047852	400.1837463	2881.1604	4569.786621	3874.883057	168.1695709	350.9399109	384.8471985	262.2817993	380.0012207	3880.456543	5642.415039	562.2915649	12148.63281	377.5259094	7860.335938	229.5675659	15016.80078	18045.61523	14795.25293	4340.908691	220.8664246	1509.705078
O95372	O95372	LYPA2_HUMAN	LYPLA2	6	0.000198255	239.8595123	438.5571289	338.4084473	297.6243591	132.5910492	12114.55273	10544.00586	8839.498047	290.2232666	6727.872559	6044.460938	7429.360352	14432.2666	9893.561523	4517.875	5224.061523	4559.85791	23843.22852	16931.01953	16706.76172	287.7946777	428.5979614	327.1101685	15853.73926	13197.88184	11355.78027	2775.13623	470.7331543	347.9763794	17601.98047	16825.5	19552.25	6553.511719	11883.58887	8403.208984	31816.22266	40256.04297	25191.70703	168.1695709	3952.319824	6550.000977	6700.270996	14082.47852	11932.26953	48800.61719	120453.3672	65059.96094	69235.96875	38902.19531	81581.5	51605.26172	69705.65625	62287.45313	6837.878906	6120.148926	11374.56445
O95373	O95373	IPO7_HUMAN	IPO7	20	0.000198255	239.8595123	3697.274902	3908.706787	2663.904541	2733.616699	5356.938477	7099.237305	8736.43457	4937.138672	6901.906738	11910.12402	8029.55957	12337.08789	9811.060547	12149.98242	5194.233887	4554.510742	18366.70117	28148.09766	14377.29395	1980.566895	4560.018555	327.1101685	7778.736816	5331.694824	4506.708008	6521.393066	3508.999512	4423.865234	26181.42188	42138.36719	26365.41992	4585.563477	7219.018066	7075.436523	16488.45703	20267.11328	16376.74805	3082.927734	4824.151855	11257.71094	15888.47949	17942.07227	23964.15234	18558.7168	26195.68555	25466.66602	31020.42773	17218.25195	32058.71289	16524.55078	22555.21484	15117.41309	4362.236328	4327.990234	10345.58887
O95376	O95376	ARI2_HUMAN	ARIH2	12	0.000198255	239.8595123	438.5571289	338.4084473	297.6243591	3167.55835	3859.065186	3697.043945	3504.14502	290.2232666	200.033783	356.8092957	3982.946777	3555.905273	3664.470947	3208.562256	221.932663	3192.95752	14365.80273	11992.77441	17585.03711	287.7946777	428.5979614	327.1101685	4729.993652	4495.71875	4743.828613	73.56000519	470.7331543	347.9763794	4159.484375	3182.32959	3519.095459	295.8492126	389.4047852	400.1837463	3944.176514	3750.69165	3967.070068	168.1695709	350.9399109	384.8471985	4873.979492	3408.251221	479.5760193	5601.975098	14390.45117	4434.491211	11871.05273	5837.920898	6702.469238	25629.0625	30367.125	29127.79883	229.3587646	2886.35376	4117.830078
O95379	O95379	TFIP8_HUMAN	TNFAIP8	4	0.000261643	239.8595123	438.5571289	338.4084473	297.6243591	132.5910492	13109.19238	6060.008789	10878.77148	290.2232666	200.033783	356.8092957	254.6159058	277.1142273	304.2036743	232.1157532	221.932663	414.9482422	421.1134338	4551.769531	3591.289795	287.7946777	428.5979614	327.1101685	12233.30566	5981.23877	10673.84961	3887.205566	470.7331543	347.9763794	434.5157166	5895.179199	339.4611206	295.8492126	389.4047852	400.1837463	444.7967834	486.6138611	707.8825073	168.1695709	350.9399109	384.8471985	262.2817993	380.0012207	479.5760193	230.8133087	562.2915649	240.8029175	377.5259094	229.5314178	229.5675659	380.9328003	601.3488159	353.5231018	229.3587646	220.8664246	325.0339966
O95382	O95382	M3K6_HUMAN	MAP3K6	9	0.000198255	239.8595123	438.5571289	338.4084473	297.6243591	132.5910492	266.2980652	299.2000427	204.8419952	290.2232666	200.033783	356.8092957	4302.81543	4679.86377	1935.113159	232.1157532	221.932663	414.9482422	6539.722656	7281.549316	7085.465332	287.7946777	428.5979614	327.1101685	388.1054688	236.7562408	348.4769897	1472.959717	470.7331543	347.9763794	6823.331543	4784.787109	6655.616211	295.8492126	389.4047852	400.1837463	7437.013184	9257.923828	7794.191895	168.1695709	350.9399109	384.8471985	262.2817993	2226.384033	2914.871094	8885.94043	27215.71875	240.8029175	17388.37109	4860.385254	13730.68848	5704.171875	15902.7666	10493.57715	229.3587646	220.8664246	3120.462158
O95391	O95391	SLU7_HUMAN	SLU7	12	0.000225683	239.8595123	438.5571289	338.4084473	297.6243591	1415.949341	6279.583496	5474.947754	4892.762695	3712.81543	6312.415527	5725.487305	4939.526855	13193.14941	10347.7832	3337.634766	2359.623047	6649.831543	44607.01172	27061.48242	37608.01953	2131.253906	4948.309082	327.1101685	9981.467773	18011.17578	9510.661133	73.56000519	470.7331543	3314.148438	12461.72656	8591.71582	15404.60938	2625.422607	2056.298828	2728.16748	9271.702148	9200.335938	7882.773926	168.1695709	350.9399109	2746.502441	262.2817993	3756.514648	6009.745605	230.8133087	562.2915649	240.8029175	377.5259094	229.5314178	229.5675659	22162.41211	27754.52539	21243.69336	229.3587646	3836.118164	5219.559082
O95394	O95394	AGM1_HUMAN	PGM3	8	0.000198255	239.8595123	438.5571289	338.4084473	297.6243591	132.5910492	266.2980652	299.2000427	1223.443481	290.2232666	200.033783	1053.846802	1499.190186	1693.093262	1314.434814	1472.409912	1058.964233	414.9482422	3298.572998	2277.409912	369.9564819	287.7946777	428.5979614	327.1101685	388.1054688	1148.650269	348.4769897	1217.144165	470.7331543	347.9763794	4720.904785	6029.833984	5787.643555	1908.540039	389.4047852	400.1837463	2841.092529	7520.595703	2837.094727	1614.370483	1441.564697	3868.173096	7202.429688	5501.61377	7335.844727	2018.251099	9214.96582	1629.302734	6976.54248	229.5314178	2606.161377	380.9328003	601.3488159	1240.237549	229.3587646	220.8664246	325.0339966
O95396	O95396	MOCS3_HUMAN	MOCS3	11	0.000198255	239.8595123	438.5571289	338.4084473	297.6243591	132.5910492	6010.358398	5820.441895	6085.761719	5303.929199	6757.942871	6916.128418	16930.57227	29107.08594	16992.80078	6682.24707	221.932663	414.9482422	13138.48633	10525.64063	7002.477051	287.7946777	428.5979614	327.1101685	8904.607422	6196.574219	348.4769897	73.56000519	470.7331543	347.9763794	11803.47949	10082.52148	10147.91602	295.8492126	389.4047852	400.1837463	444.7967834	486.6138611	707.8825073	168.1695709	350.9399109	384.8471985	262.2817993	380.0012207	479.5760193	19855.64063	66432.73438	13080.66699	48975.46875	10114.43457	33812.90625	49750	65055.72656	40987.81641	9121.828125	6981.486328	7385.400879
O95400	O95400	CD2B2_HUMAN	CD2BP2	6	0.000198255	239.8595123	438.5571289	338.4084473	297.6243591	1711.046631	3548.368652	4065.811523	3938.302246	3113.925293	2622.480225	3987.234619	9752.830078	9121.477539	8765.157227	3218.225098	3257.265137	3815.681885	6104.242188	6892.606445	6052.371094	287.7946777	428.5979614	327.1101685	5397.924316	5045.52832	5985.218262	73.56000519	470.7331543	347.9763794	8791.049805	5057.574219	9305.626953	2521.991211	389.4047852	400.1837463	7584.399414	6351.023926	4538.401367	168.1695709	350.9399109	384.8471985	3020.845703	3397.986572	5568.940918	14608.28613	8550.341797	21895.27734	12643.61719	12749.58594	10954.19727	7564.29248	6338.21875	7018.450684	2694.841064	2558.885254	3652.802734
O95402	O95402	MED26_HUMAN	MED26	4	0.000215517	239.8595123	438.5571289	338.4084473	297.6243591	132.5910492	1440.104492	1704.921997	1680.052734	290.2232666	200.033783	356.8092957	254.6159058	277.1142273	304.2036743	232.1157532	221.932663	414.9482422	10473.7334	5917.66748	10617.43652	287.7946777	428.5979614	327.1101685	3243.230957	3816.272217	348.4769897	73.56000519	1422.944702	347.9763794	3604.940918	4792.206543	339.4611206	295.8492126	389.4047852	400.1837463	444.7967834	486.6138611	707.8825073	168.1695709	350.9399109	384.8471985	2553.709229	2574.9729	2267.332764	230.8133087	562.2915649	240.8029175	377.5259094	229.5314178	229.5675659	5994.410156	6998.749023	7677.82666	229.3587646	220.8664246	325.0339966
O95409	O95409	ZIC2_HUMAN	ZIC2	3	0.000215517	239.8595123	438.5571289	338.4084473	297.6243591	132.5910492	266.2980652	299.2000427	204.8419952	290.2232666	200.033783	356.8092957	254.6159058	4746.964844	304.2036743	232.1157532	221.932663	414.9482422	24938.41602	8488.368164	6065.99707	287.7946777	428.5979614	327.1101685	388.1054688	236.7562408	348.4769897	73.56000519	470.7331543	347.9763794	10908.18652	8840.644531	10434.42773	295.8492126	389.4047852	400.1837463	444.7967834	486.6138611	707.8825073	168.1695709	350.9399109	384.8471985	262.2817993	380.0012207	479.5760193	230.8133087	562.2915649	240.8029175	377.5259094	229.5314178	229.5675659	380.9328003	601.3488159	353.5231018	229.3587646	220.8664246	325.0339966
O95425	O95425	SVIL_HUMAN	SVIL	45	0.000198255	239.8595123	11236.59863	338.4084473	297.6243591	132.5910492	266.2980652	299.2000427	8986.919922	7849.632813	15435.6748	9997.292969	15382.92383	22114.85938	11600.32422	7879.947266	12495.32715	4371.530273	15287.53906	16055.21094	11838.72949	11210.83496	2378.674316	327.1101685	3880.702881	8155.080566	2936.932617	8688.395508	3953.438721	7705.468262	17688.33398	37909.65625	22908.42773	46697.25391	55631.05469	35612.94531	146333.0469	199966.0781	90097.10938	7054.967285	9261.426758	13952.61426	15038.9541	20394.03125	21158.2168	24055.81055	52800.16406	16440.76563	22223.23633	16085.56738	26804.33203	12226.27344	14793.13379	12855.83691	229.3587646	11729.08887	10936.28223
O95427	O95427	PIGN_HUMAN	PIGN	5	0.000198255	239.8595123	438.5571289	338.4084473	297.6243591	132.5910492	266.2980652	299.2000427	204.8419952	290.2232666	200.033783	356.8092957	254.6159058	277.1142273	304.2036743	232.1157532	221.932663	414.9482422	421.1134338	290.9544678	369.9564819	287.7946777	428.5979614	327.1101685	388.1054688	236.7562408	348.4769897	73.56000519	470.7331543	347.9763794	434.5157166	373.2294922	339.4611206	295.8492126	389.4047852	2377.273193	444.7967834	3298.138184	707.8825073	168.1695709	350.9399109	384.8471985	262.2817993	2809.526367	479.5760193	16721.59766	58562.47656	13052.40625	46334.27344	7079.488281	24828.19336	380.9328003	601.3488159	353.5231018	229.3587646	220.8664246	325.0339966
